,Unnamed: 0,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)
672,672,34541,BridgeSpan Health Company,UT,1994102.22,-938474.23,N/A
673,673,46958,Humana Insurance Company,UT,4158821.94,2574546.01,-1107146.32
674,674,56764,"Humana Medical Plan of Utah, Inc.",UT,3555669.52,-9861880.07,N/A
675,675,18167,Molina Healthcare of Utah,UT,96992.14,311802.19,N/A
676,676,22013,Regence BlueCross BlueShield of Utah,UT,4866764.79,524047.97,1299608.61
677,677,68781,SelectHealth,UT,51361644.15,12505596.48,-1805886.51
678,678,44526,Time Insurance Company,UT,169562.38,105136.13,N/A
679,679,97462,UnitedHealthcare Insurance Company,UT,N/A,N/A,1548121.19
680,680,43129,UnitedHealthcare Life Insurance Company,UT,42356.49,43110.39,N/A
681,681,66413,"UnitedHealthcare of Utah, Inc.",UT,N/A,N/A,239944.32
682,682,93187,Aetna Health Inc. (a PA corp.),VA,N/A,N/A,-670080.10
683,683,38234,Aetna Life Insurance Company,VA,7604605.22,7863949.40,-1438865.46
684,684,16064,"Anthem Health Plans of Virginia, Inc.",VA,N/A,N/A,6936085.85
685,685,10207,"CareFirst BlueChoice, Inc.",VA,11321522.36,-6283212.33,-4403583.34
686,686,93848,Coventry Health & Life Insurance Co.,VA,N/A,N/A,-933262.58
687,687,99663,"Coventry Health Care of Virginia, Inc",VA,11965740.50,2743889.18,-2031737.44
688,688,13433,Federated Mutual Insurance Company,VA,N/A,N/A,-385476.13
689,689,40308,Group Hospitalization and Medical Services Inc.,VA,5469203.05,4207942.09,3282304.30
690,690,88380,"HealthKeepers, Inc.",VA,53997035.62,-11644622.19,899569.67
691,691,50727,Humana Insurance Company,VA,2610901.31,178764.83,-11304.80
692,692,12028,Innovation Health Insurance Company,VA,8970576.30,-10851778.45,-656684.17
693,693,86443,"Innovation Health Plan, Inc.",VA,N/A,N/A,-2752451.20
694,694,96835,John Alden Life Insurance Company,VA,N/A,N/A,-60268.14
695,695,95185,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",VA,6291295.43,-11219947.68,-728218.07
696,696,89242,Optima Health Insurance Company,VA,1903358.10,1635203.19,2089955.19
697,697,20507,Optima Health Plan,VA,14833380.88,19660297.48,1872934.03
698,698,24251,"Optimum Choice, Inc.",VA,N/A,N/A,514379.01
699,699,15668,"Piedmont Community HealthCare, Inc.",VA,N/A,N/A,342665.34
700,700,50102,Time Insurance Company,VA,4854252.39,3281469.92,186843.57
701,701,66663,United Healthcare Life Insurance Company,VA,726662.22,428044.47,N/A
702,702,25978,UnitedHealthcare Insurance Company,VA,N/A,N/A,-1683466.68
703,703,89498,"UnitedHealthcare Plan of the River Valley, Inc.",VA,N/A,N/A,-369338.77
704,704,34673,Aetna Life Insurance Company,WA,N/A,N/A,-4980835.16
705,705,69364,Asuris Northwest Health,WA,4356897.34,1425226.46,2090209.09
706,706,53732,BridgeSpan Health Company,WA,3714808.43,6256017.45,N/A
707,707,18581,Community Health Plan of Washington,WA,9099895.43,11449602.20,N/A
708,708,61836,Coordinated Care Corporation,WA,3216434.39,-24258945.68,N/A
709,709,80473,Group Health Cooperative,WA,25307015.16,890216.02,-1709657.09
710,710,25768,"Group Health Options, Inc.",WA,9932982.42,-1364790.90,997685.20
711,711,23371,Kaiser Foundation Healthplan of the NW,WA,2684599.56,2144483.77,294987.75
712,712,38498,LifeWise Health Plan of WA,WA,37535881.13,-32176872.96,N/A
713,713,65907,"Moda Health Plan, Inc.",WA,8479437.45,3727521.87,N/A
714,714,84481,"Molina Healthcare of Washington, Inc.",WA,1345029.79,3774960.62,N/A
715,715,49831,Premera Blue Cross,WA,58409390.63,-7124602.23,-7510310.41
716,716,71281,Regence BlueCross BlueShield Of Oregon,WA,3168816.20,1956765.45,-175111.08
717,717,87718,Regence BlueShield,WA,58586000.12,32511257.78,15701650.08
718,718,42277,Time Insurance Company,WA,4376501.63,789160.16,N/A
719,719,94388,Trustmark Life Insurance Company,WA,N/A,N/A,-25877.34
720,720,18699,UnitedHealthcare Insurance Company,WA,N/A,N/A,-4690024.61
721,721,43861,"UnitedHealthcare of Washington, Inc.",WA,N/A,N/A,7283.57
722,722,38752,Aetna Life Insurance Company,WI,N/A,N/A,-226568.25
723,723,39924,All Savers Insurance Company,WI,N/A,N/A,-57996.40
724,724,90028,BCBS of Wisconsin(Anthem BCBS),WI,N/A,N/A,-33656.01
725,725,44197,Celtic Insurance Company,WI,0.00,-4592.60,N/A
726,726,87416,Common Ground Healthcare Cooperative,WI,37246349.07,-21936044.54,-1311259.94
727,727,79475,Compcare Health Serv Ins Co(Anthem BCBS),WI,21561323.02,-5890042.47,-663368.87
728,728,38345,Dean Health Plan,WI,21307603.54,-5448131.61,174003.00
729,729,92708,Federated Mutual Insurance Company,WI,N/A,N/A,59805.56
730,730,94529,Group Health CooperativeSCW,WI,296955.37,1297858.57,-300007.81
731,731,91058,"Gundersen Health Plan, Inc.",WI,5727641.40,417451.12,-2319871.19
732,732,47342,Health Tradition Health Plan,WI,4487321.80,-626288.42,-69764.62
733,733,20173,HealthPartners Insurance Company,WI,N/A,N/A,31748.61
734,734,91604,Humana Insurance Company,WI,3869243.82,3660246.43,2267328.07
735,735,55103,Humana Wisconsin Health Org. Ins. Copr,WI,N/A,N/A,540251.68
736,736,94720,John Alden Life Insurance Company,WI,N/A,N/A,-41526.94
737,737,57845,Medica Health Plans of Wisconsin,WI,2862374.50,-2323453.55,N/A
738,738,57637,Medica Insurance Company,WI,N/A,N/A,-890267.24
739,739,64772,Medical Associates Health Plans,WI,N/A,N/A,-494521.63
740,740,58326,"MercyCare HMO, Inc.",WI,1158384.25,553470.57,176359.16
741,741,35334,MercyCare Insurance Company,WI,N/A,N/A,-394787.04
742,742,52697,"Molina Healthcare of Wisconsin, Inc.",WI,3441997.05,4461487.73,N/A
743,743,81413,Network Health Plan,WI,0.00,17211.06,-5824.29
744,744,58564,Physicians Plus Insurance Corporation,WI,140156.72,556347.70,-104807.25
745,745,38166,"Security Health Plan of Wisconsin, Inc.",WI,43113883.54,-4769092.74,-545101.95
746,746,94073,Time Insurance Company,WI,9155177.35,5745648.38,-145802.24
747,747,59158,UnitedHealthcare Insurance Company,WI,N/A,N/A,2979572.04
748,748,89106,UnitedHealthcare Life Insurance Company,WI,1343804.49,1384844.33,N/A
749,749,80180,"UnitedHealthcare of Wisconsin, Inc.",WI,N/A,N/A,260942.05
750,750,37833,Unity Health Plans Insurance Corporation,WI,4934795.29,7490116.39,802161.46
751,751,22554,US Health and Life Insurance Company,WI,N/A,N/A,-5690.86
752,752,81974,Wisconsin Physicians Svc Insurance Corp,WI,29569505.70,9253503.82,391472.58
753,753,84670,"WPS Health Plan, Inc.",WI,20641930.66,6159459.81,-72821.47
754,754,26661,Coventry Health & Life Insurance Co.,WV,N/A,N/A,805014.72
755,755,33577,"Coventry Health Care of West Virginia, Inc.",WV,28106.85,-107392.55,140229.75
756,756,14414,Federated Mutual Insurance Company,WV,N/A,N/A,-9423.93
757,757,31274,Highmark Blue Cross Blue Shield West Virginia,WV,26810291.22,128655.69,-413253.52
758,758,48421,John Alden Life Insurance Company,WV,N/A,N/A,20283.29
759,759,95628,"Optimum Choice, Inc.",WV,N/A,N/A,-51774.44
760,760,72982,The Health Plan of the Upper Ohio Valley,WV,61624.21,36581.60,-127889.82
761,761,59772,THP Insurance Company,WV,N/A,N/A,16747.80
762,762,35992,Time Insurance Company,WV,48505.44,-57844.83,-59979.36
763,763,77060,UnitedHealthcare Insurance Company,WV,N/A,N/A,-319954.48
764,764,79022,Aetna Health of Utah Inc.,WY,0.00,-50038.73,11533.35
765,765,11269,Blue Cross Blue Shield of Wyoming,WY,7922982.99,6093726.20,-490054.01
766,766,49290,Celtic Insurance Company,WY,0.00,-16001.90,N/A
767,767,47823,Freedom Life Insurance,WY,0.00,-913.16,N/A
768,768,72208,John Alden Life Insurance Company,WY,N/A,N/A,45022.01
769,769,29941,Time Insurance Company,WY,5301137.18,36704.98,594176.69
770,770,49714,UnitedHealthcare Insurance Company,WY,N/A,N/A,-160678.00
771,771,53189,WINhealth Partners,WY,13488376.60,-6063477.37,N/A
