,CompanyName:,BusinessintheStateof:,HIOSIssuerID:,MEMBER_MONTHS_INDIVIDUAL:,MEMBER_MONTHS_SMALL_GROUP,EXPECTED_REINSURANCE,EXPECTED_RISK_ADJUSTMENT_INDIVIDUAL,EXPECTED_RISK_ADJUSTMENT_SMALL_GROUP,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),Not-For-Profit:,Premium,Loss1,Loss2,Loss3,Loss4
1971,Philadelphia American Life Insurance Company,New York,62255,12.0,,,,,,,,No,2793.0,136.0,,,
1972,Humana Insurance Company,Michigan,62294,101756.0,81670.0,698246.11,884115.01,-107913.09,"$698,246.11 ","$884,115.01 ","($107,913.09)",No,20244946.9,14364555.98,1256228.57,89846.49,611.0
1973,Celtic Insurance Company,Ohio,62352,43.0,,0.0,-6348.32,,$0.00 ,"($6,348.32)",$-,No,94243.68,12412.93075,452.0,88.0,0.0
1974,Union Fidelity Life Insurance Company,Colorado,62376,,,,,,,,,No,,,,,
1975,Celtic Insurance Company,West Virginia,62386,0.0,,0.0,0.0,,,,,No,16269.0,249.01600469999997,0.0,0.0,0.0
1976,Standard Security Life Insurance Company of New York,West Virginia,62463,0.0,129.0,,,,,,,No,0.0,0.0,0.0,,
1977,American National Life Insurance Company of Texas,Virginia,62467,139.0,,0.0,0.0,,,,,No,51120.49,18412.81,,,0.0
1978,Unimerica Insurance Company,Ohio,62504,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1979,Celtic Insurance Company,Oklahoma,62505,240.0,,0.0,-7794.93,,$0.00 ,"($7,794.93)",$-,No,94240.07,25942.78674,1937.0,376.0,0.0
1980,Mid-West National Life Insurance Company of Tennessee,North Carolina,62512,26695.0,16.0,0.0,0.0,0.0,,,,No,6623622.0,5095753.752,199916.3268,70149.33288999999,91.99
1981,TransAmerica Premier Life Insurance,Ohio,62528,,,,,,,,,No,0.0,0.0,,,
1982,American Income Life Insurance Co,Pennsylvania,62538,,,,,,,,,No,0.0,0.0,,,
1983,"UPMC Health Coverage, Inc. ",Pennsylvania,62560,16156.0,8176.0,2326234.21,2366387.54,480494.03,"$2,326,234.21 ","$2,366,387.54 ","$480,494.03 ",Yes,11152979.75,18564092.16,2217279.0,114440.0,
1984,United American Insurance Co,Idaho,62571,,,,,,,,,No,0.0,0.0,,,
1985,Union Security Insurance Company,Kentucky,62573,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1986,The United States Life Ins. Co. in the City of New York,Ohio,62597,9763.0,,,,,,,,No,490689.0,330902.0,0.0,0.0,0.0
1987,PacifiCare Life and Health Insurance Co,Delaware,62613,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1988,Mid-West National Life Insurance Company of Tennessee,Nebraska,62627,4469.0,0.0,0.0,0.0,0.0,,,,No,1435294.0,901590.7041,33367.03944,11167.31623,0.0
1989,John Alden Life Insurance Company,Alaska,62637,1557.0,24712.0,0.0,0.0,78963.0,N/E,$-,"$78,962.62 ",No,639157.0,210481.0,7645.0,1977.0,-813.0
1990,Time Insurance Company,Florida,62662,298430.0,1202.0,24416837.0,10529973.0,-119622.0,"$24,416,837.37 ","$11,930,582.36 ","($119,621.80)",No,122349533.0,120565819.0,15372383.0,917523.0,-6046.0
1991,Golden Rule Insurance Company,Arkansas,62722,105536.0,0.0,0.0,0.0,0.0,,,,No,18564889.34,12927071.87,2479626.62,245658.1,0.37
1992,Guarantee Trust Life Insurance Co.,California,62786,0.0,,,,,,,,No,0.0,,,,
1993,The Guardian Life Insurance Company of America,Montana,62818,36.0,,,,,,,,No,1695.0,1501.1612,,,
1994,Heart of America Health Plan,North Dakota,62838,2419.0,2062.0,,,,,,,Yes,954379.0,628486.8,,,
1995,Celtic Insurance Company,Oregon,62924,0.0,,0.0,0.0,,,,,No,0.0,0.0,0.0,0.0,0.0
1996,Shelter Life Insurance Company,Utah,62985,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,23.57,0.0,0.0,0.0
1997,COMMERCIAL TRAVELERS MUTUAL INSURANCE COMPANY,New York,63004,,,,,,,,,No,,,,,
1998,The Prudential Insurance Company of America,Indiana,63012,,,,,,,,,No,,,,,
1999,American Alternative Insurance Corporation,Tennessee,63021,,932.0,,,,,,,No,,,,,
2000,John Alden Life Insurance Company,Massachusetts,63046,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2001,"Humana Medical Plan, Inc. ",Mississippi,63050,,,,,,,,,No,0.0,0.0,,,
2002,Kanawha Insurance Company ,Louisiana,63070,759.0,,,,,,,,No,80995.0,172997.0,,,
2003,The Prudential Insurance Company of America,Michigan,63105,,,,,,,,,No,,,,,
2004,Union Labor Life Insurance Company,New Jersey,63124,44.0,,,,,,,,No,22100.0,20615.0,0.0,0.0,0.0
2005,Humana Insurance Company,Texas,63141,1152876.0,409270.0,21797558.59,5252230.85,-1055927.97,"$21,797,558.59 ","$5,252,230.85 ","($1,055,927.97)",No,257397809.0,235618617.3,25751698.07,2327850.86,8596.0
2006,United Healthcare Life Insurance Company,Nevada,63145,0.0,0.0,0.0,0.0,0.0,,,,No,1316.37,0.0,0.0,0.0,0.0
2007,Transamerica Life Insurance Company,Pennsylvania,63222,,,,,,,,,No,,,,,
2008,Central United Life Insurance Company,Kansas,63260,,,,,,,,,No,,13365.0,,,
2009,New York Life Insurance Company,Tennessee,63272,0.0,,,,,,,,No,-36482.034439999996,67289.23,,0.0,0.0
2010,Illinois Mutual Life Insurance Company,Illinois,63283,,,,,,,,,No,,,,,
2011,Mid-West National Life Insurance Company of Tennessee,New Mexico,63287,7106.0,0.0,0.0,0.0,0.0,,,,No,1691745.0,992437.4287,43786.282810000004,14973.304059999999,163.45
2012,Colorado Choice Health Plans,Colorado,63312,63856.0,32144.0,6252606.0,-4578461.0,-534596.0,"$6,252,605.70 ","($4,578,461.04)","($534,596.16)",Yes,30928038.0,29458165.0,3505113.0,112168.0,
2013,Cigna Health and Life Insurance Company,Guam,63326,0.0,0.0,0.0,0.0,0.0,,,,No,261.0,-851.0,0.0,0.0,0.0
2014,AMERICAN FIDELITY ASSURANCE COMPANY,Nebraska,63333,24.0,,,,,,,,No,,,,,
2015,Independence American Insurance Company,Montana,63342,506.0,6316.0,,,-14697.28,N/E,$-,"($14,700.32)",No,120674.0,49020.0,325.0,,
2016,Thrivent Financial for Lutherans,Delaware,63383,,,,,,,,,No,,,,,
2017,Union Fidelity Life Insurance Company,Texas,63384,,,,,,,,,No,,,,,
2018,All Savers Insurance Company,Nebraska,63394,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2019,"Blue Cross and Blue Shield of Georgia, Inc.",Georgia,63411,416561.0,149454.0,0.0,0.0,1729140.0,N/E,$-,"$1,729,140.20 ",No,162775981.0,126568608.8,34047094.36,4190596.23,0.0
2020,Connecticut General Life Insurance Company,Arizona,63430,19864.0,80.0,0.0,0.0,0.0,,,,No,5990976.0,3861506.0,616285.0,78502.0,5125.0
2021,Cigna Health and Life Insurance Company,Vermont,63472,1.0,2382.0,0.0,0.0,0.0,,,,No,452.0,-790.0,0.0,0.0,0.0
2022,BridgeSpan Health Company,Oregon,63474,196.0,,0.0,16569.0,,$0.00 ,"$16,568.71 ",$-,No,97935.0,69693.0,25351.0,2643.0,
2023,United Healthcare Life Insurance Company,New Hampshire,63497,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2024,Allegian Insurance Company,Texas,63509,1512.0,18120.0,,,-10481.0,N/E,$-,"($10,501.89)",No,304314.0,360977.0,62909.0,10668.0,
2025,PacifiCare Life and Health Insurance Co,North Dakota,63541,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2026,Reliance Standard Life Insurance Company,Kentucky,63552,,,,,,,,,No,0.0,0.0,,,
2027,National Foundation Life Insurance Company,Oregon,63594,305.0,,0.0,0.0,,,,,No,61705.0,15324.0,0.0,0.0,0.0
2028,Liberty National Life Insurance Co,Indiana,63627,,,,,,,,,No,0.0,0.0,,,
2029,UnitedHealthcare Insurance Company,Michigan,63631,1983.0,353331.0,0.0,-10895.22,-1076530.13,N/E,$-,"($1,087,425.35)",No,904160.42,666444.5,103803.59,17670.06,27.37
2030,Union Labor Life Insurance Company,Florida,63640,65.0,,,,,,,,No,64178.0,285492.0,0.0,0.0,0.0
2031,Trustmark Insurance Company,Wyoming,63645,,,,,,,,,No,,,,,
2032,Standard Life and Accident Insurance Company,Oklahoma,63660,832.0,,0.0,0.0,,,,,No,192029.76,224843.06,,,0.0
2033,PacifiCare Life and Health Insurance Co,Montana,63770,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2034,PacifiCare Life and Health Insurance Co,Florida,63773,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2035,American National Life Insurance Company of Texas,New Jersey,63821,0.0,,0.0,0.0,,,,,No,0.0,0.0,,,0.0
2036,TransAmerica Premier Life Insurance,District of Columbia,63853,,,,,,,,,No,0.0,0.0,,,
2037,The Guardian Life Insurance Company of America,Georgia,63940,72.0,,,,,,,,No,9342.0,181508.6232,,,
2038,Philadelphia American Life Insurance Company,Mississippi,63975,12.0,,,,,,,,No,519.0,0.0,,,
2039,Celtic Insurance Company,Delaware,64004,157.0,,0.0,0.0,,,,,No,16900.0,4071.988385,3934.0,763.0,0.0
2040,Cigna Health and Life Insurance Company,Massachusetts,64040,0.0,561.0,0.0,0.0,0.0,,,,No,0.0,-735.0,0.0,0.0,0.0
2041,United American Insurance Co,Hawaii,64068,,,,,,,,,No,0.0,0.0,,,
2042,UnitedHealthcare Insurance Company of New York,Wisconsin,64138,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2043,UnitedHealthcare Insurance Company of the River Valley,South Carolina,64146,2187.0,101664.0,0.0,0.0,448146.55,N/E,$-,"$448,146.55 ",No,881543.74,611793.83,119495.15,27603.56,0.0
2044,Reliance Standard Life Insurance Company,Ohio,64156,,,,,,,,,No,0.0,0.0,,,
2045,Humana Insurance Company,Montana,64159,,,,,,,,,No,0.0,0.0,,,
2046,Time Insurance Company,California,64198,351232.0,0.0,45901082.0,19395980.0,0.0,"$45,901,082.37 ","$19,393,416.27 ",$-,No,171642803.0,197653699.0,20184604.0,937788.0,-924.0
2047,John Alden Life Insurance Company,Montana,64206,7356.0,14972.0,0.0,0.0,-292311.0,N/E,$-,"($292,758.82)",No,2049902.0,1432390.0,91799.0,8125.0,-1029.0
2048,"Sutter Health Plan, Inc.",California,64210,229.0,7731.0,0.0,-28083.0,-609684.0,,,,No,77223.18,103231.98,20981.0,2193.3,0.0
2049,Symetra Life Insurance Company,Illinois,64235,,,,,,,,,No,,,,,
2050,Federated Mutual Insurance Company,South Dakota,64255,0.0,9524.0,0.0,0.0,-87499.03,N/E,$-,"($87,499.03)",No,0.0,0.0,0.0,0.0,0.0
2051,Philadelphia American Life Insurance Company,Nevada,64274,84.0,,,,,,,,No,9374.0,220.0,,,
2052,All Savers Insurance Company,Georgia,64281,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2053,American National Insurance Company,Mississippi,64289,144.0,,0.0,0.0,,,,,No,51291.4257,78106.1672,,,0.0
2054,MOLINA HEALTHCARE OF OHIO,Ohio,64353,1610.0,,20239.0,180649.0,,"$20,238.70 ","$180,648.95 ",$-,No,983233.328,864513.0,429456.0,7666.0,0.0
2055,Kanawha Insurance Company ,Connecticut,64364,369.0,,,,,,,,No,18195.0,46594.0,,,
2056,AMERICAN FIDELITY ASSURANCE COMPANY,North Carolina,64414,60.0,,,,,,,,No,,,,,
2057,American States Insurance Company,Arizona,64444,,,,,,,,,No,,0.0,,,
2058,Illinois Mutual Life Insurance Company,South Carolina,64446,,,,,,,,,No,,,,,
2059,Connecticut General Life Insurance Company,Guam,64481,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,-1.0,0.0,0.0,0.0
2060,"Coventry Health Care of Texas, Inc.",Texas,64521,0.0,3530.0,0.0,0.0,0.0,,,,No,0.0,0.03045,0.0,0.0,0.0
2061,Cigna Health and Life Insurance Company,Montana,64536,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,-735.0,0.0,0.0,0.0
2062,TransAmerica Premier Life Insurance,Connecticut,64563,,,,,,,,,No,0.0,0.0,,,
2063,Globe Life and Accident Insurance Co,Rhode Island,64582,,,,,,,,,No,0.0,0.0,,,
2064,Cigna Health and Life Insurance Company,Alaska,64620,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,-4843.0,0.0,1203.0,0.0
2065,American National Life Insurance Company of Texas,Idaho,64625,138.0,,0.0,0.0,,,,,No,17872.82,2800.79,,,0.0
2066,Celtic Insurance Company,Virginia,64629,28.0,,0.0,0.0,,,,,No,68434.0,14030.692169999998,14332.0,2780.0,0.0
2067,Kanawha Insurance Company ,Oregon,64671,75.0,,,,,,,,No,3813.0,42094.0,,,
2068,Connecticut General Life Insurance Company,Michigan,64677,54.0,0.0,0.0,0.0,0.0,,,,No,5444.0,9023.0,0.0,0.0,0.0
2069,MAMSI Life and Health Insurance Company,Missouri,64679,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2070,Federated Mutual Insurance Company,Missouri,64701,0.0,88427.0,0.0,0.0,-752603.4,N/E,$-,"($752,603.40)",No,0.0,0.0,0.0,0.0,0.0
2071,Standard Life and Accident Insurance Company,Colorado,64713,2366.0,,0.0,0.0,,,,,No,287505.36,67149.18,,,0.0
2072,Wilton Reassurance Company,Rhode Island,64769,78.0,,,,,,,,No,71.0,0.0,,,
2073,Medical Associates Health Plan of WI,Wisconsin,64772,,22923.0,,,-494521.63,N/E,$-,"($494,521.63)",Yes,0.0,0.0,,,
2074,Trustmark Life Insurance Company,Virginia,64800,,311.0,,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2075,Trustmark Life Insurance Company,Florida,64807,,0.0,,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2076,Philadelphia American Life Insurance Company,Wisconsin,64808,,,,,,,,,No,,,,,
2077,Aetna Health Inc. (a Pennsylvania corporation),Pennsylvania,64844,187327.0,987408.0,1280386.05,-1144736.65,-3059493.02,"$1,280,386.05 ","($1,144,736.65)","($3,059,493.02)",No,60927024.32,51999516.87,12674665.55,885371.28,1139.8
2078,Aetna Life Insurance Company,Montana,64929,6.0,0.0,0.0,0.0,0.0,,,,No,209.57,1165.94,0.0,0.0,0.0
2079,Unimerica Insurance Company,Wisconsin,64982,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2080,UNICARE Life & Health Insurance Company,Massachusetts,65006,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2081,Guarantee Trust Life Insurance Co.,Kentucky,65112,0.0,,,,,,,,No,0.0,,,,
2082,Consumers' Choice Health Insurance Company,South Carolina,65122,463294.0,2277.0,33097630.0,-6160779.0,-96974.0,"$33,097,630.23 ","($6,160,779.32)","($96,974.11)",Yes,206472865.7,190598293.5,37317393.0,0.0,0.0
2083,Kanawha Insurance Company ,South Carolina,65156,791.0,,,,,,,,No,80550.0,308355.0,,,
2084,American Heritage Life Insurance Company,Kansas,65180,,,,,,,,,No,0.0,0.0,,,
2085,Liberty National Life Insurance Co,Texas,65200,,,,,,,,,No,0.0,0.0,,,
2086,"Sierra Health and Life Insurance Company, Inc.",Arizona,65304,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2087,"Humana Benefit Plan of Illinois, Inc.",North Dakota,65327,,,,,,,,,No,0.0,0.0,,,
2088,Unimerica Insurance Company,Missouri,65381,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2089,Medical Benefits Mutual Life Insurance Co.,Kentucky,65390,,,,,,,,,No,,,,,
2090,PacifiCare Life and Health Insurance Co,West Virginia,65396,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2091,Illinois Mutual Life Insurance Company,Minnesota,65408,,,,,,,,,No,,,,,
2092,LifeWise Assurance Company,Washington,65464,,,,,,,,,No,,,,,
2093,State Farm Mutual Automobile Insurance Company,Kentucky,65550,24.0,0.0,0.0,0.0,0.0,,,,No,2124.8,2960.0,0.0,0.0,0.0
2094,"Coventry Health Care of Kansas, Inc.",Kansas,65598,124536.0,142891.0,6787834.35,-5910292.02,-713955.93,"$6,787,834.35 ","($5,910,292.03)","($713,955.94)",No,39834156.39,37457719.59,4973488.91,303352.38,0.0
2095,New York Life Insurance Company,Nebraska,65602,0.0,,,,,,,,No,-19894.44095,88039.86,,0.0,0.0
2096,MAMSI Life and Health Insurance Company,Maryland,65635,1970.0,138627.0,0.0,304864.64,649418.77,N/E,$-,"$860,842.04 ",No,1201755.89,936038.37,296999.12,25683.99,0.0
2097,New York Life Insurance Company,New Mexico,65647,12.0,,,,,,,,No,-22396.36384,66273.4,,0.0,0.0
2098,United Healthcare Life Insurance Company,New Jersey,65659,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2099,"Inter-County Health Plan, Inc",Pennsylvania,65698,913.0,25957.0,0.0,0.0,-278204.0,,,,Yes,30778.0,30762.0,0.0,0.0,0.0
2100,Deseret Mutual Insurance Company,Utah,65771,,,,,,,,,Yes,0.0,0.0,,,
2101,Aetna Health of Utah Inc.,Nevada,65779,12700.0,1725.0,0.0,-1158344.58,-16246.09,$0.00 ,"($1,158,344.59)","($16,246.63)",No,1149524.42,1288034.99,326890.36,18979.92,0.0
2102,"UnitedHealthcare of Arkansas, Inc.",Arkansas,65817,0.0,4501.0,0.0,0.0,-112065.94,N/E,$-,"($112,065.94)",No,0.0,0.0,0.0,0.0,0.0
2103,Medica Health Plans of Wisconsin,Minnesota,65847,32699.0,,2670519.49,130710.53,,"$2,670,519.49 ","$130,710.53 ",$-,Yes,13493090.9,11093060.0,,,
2104,"Sierra Health and Life Insurance Company, Inc.",Georgia,65854,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2105,John Alden Life Insurance Company,District of Columbia,65880,149.0,42.0,0.0,0.0,0.0,,,,No,60857.0,2638.0,2027.0,172.0,0.0
2106,Coventry Health & Life Insurance Company,Georgia,65890,0.0,18018.0,0.0,0.0,-4418.49,N/E,$-,"($4,418.49)",No,0.0,0.0,0.0,0.0,0.0
2107,"Moda Health Plan, Inc.",Washington,65907,93203.0,,8479437.0,3727522.0,,"$8,479,437.45 ","$3,727,521.87 ",$-,No,45823283.0,42377538.0,4626683.0,64310.0,
2108,"Humana Medical Plan, Inc. ",Oregon,65909,,,,,,,,,No,0.0,0.0,,,
2109,Reserve National Insurance Company,Tennessee,65985,,,,,,,,,No,0.0,0.0,,,
2110,"Humana Health Plan of Ohio, Inc.",Ohio,66083,127142.0,337804.0,8894210.03,-6379256.85,683165.75,"$8,894,210.03 ","($6,379,256.85)","$683,165.75 ",No,50157863.94,47386987.32,4748464.77,192922.39,3145.0
2111,Humana Insurance Company,Arizona,66105,180110.0,70211.0,1328793.1,1164384.91,27209.69,"$1,328,793.10 ","$1,164,384.91 ","$27,209.69 ",No,34439060.49,27091713.83,4172626.88,292486.35,1044.0
2112,Federated Mutual Insurance Company,Illinois,66143,12.0,44263.0,0.0,0.0,-390516.48,N/E,$-,"($390,516.48)",No,14551.92,8568.05,0.0,0.0,0.0
2113,Pan-American Life Insurance Company of Puerto Rico,Puerto Rico,66148,,35259.0,,,,,,,No,0.0,0.0,,,
2114,Union Security Insurance Company,South Carolina,66152,0.0,153.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2115,Globe Life and Accident Insurance Co,Wisconsin,66161,,,,,,,,,No,0.0,0.0,,,
2116,UnitedHealthcare Insurance Company of New York,Connecticut,66172,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2117,United Healthcare Life Insurance Company,Illinois,66303,7387.0,0.0,0.0,0.0,0.0,,,,No,3299070.7,2278572.54,101615.6,22720.96,0.0
2118,American National Insurance Company,New Jersey,66331,121.0,,0.0,0.0,,,,,No,33932.03113,16690.04,,,0.0
2119,American Income Life Insurance Co,Alabama,66332,,,,,,,,,No,0.0,0.0,,,
2120,Thrivent Financial for Lutherans,Colorado,66351,,,,,,,,,No,,,,,
2121,American Heritage Life Insurance Company,District of Columbia,66359,,,,,,,,,No,0.0,0.0,,,
2122,TransAmerica Premier Life Insurance,Nebraska,66405,,,,,,,,,No,0.0,0.0,,,
2123,"UnitedHealthcare of Utah, Inc.",Utah,66413,30.0,3115.0,0.0,0.0,240082.86,N/E,$-,"$239,944.32 ",No,12290.4,76818.63,7473.39,0.0,0.0
2124,American National Insurance Company,Illinois,66426,99.0,,0.0,0.0,,,,,No,69052.56624,100393.0887,,,0.0
2125,Liberty Mutual Insurance Company,New Jersey,66433,,,,,,,,,No,,,,,
2126,The Guardian Life Insurance Company of America,New Mexico,66440,47.0,,,,,,,,No,1441.0,0.0,,,
2127,Aetna Health Inc. (a Pennsylvania corporation),Maryland,66516,615.0,83092.0,0.0,0.0,35339.49,N/E,$-,"$11,143.81 ",No,227103.82,417725.3,92758.05,6962.19,0.0
2128,Trustmark Insurance Company,Arkansas,66520,,,,,,,,,No,,,,,
2129,United Teachers Associates,Georgia,66528,72.0,,,,,,,,No,0.0,-142.0,0.0,0.0,0.0
2130,All Savers Insurance Company,Iowa,66530,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2131,United Healthcare Life Insurance Company,Louisiana,66593,608.0,0.0,0.0,0.0,0.0,,,,No,297542.71,140969.77,31527.9,4908.83,0.0
2132,Connecticut General Life Insurance Company,West Virginia,66614,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,-3456.0,0.0,0.0,0.0
2133,United Healthcare Life Insurance Company,Virginia,66663,8062.0,0.0,726662.22,428044.46,0.0,"$726,662.22 ","$428,044.47 ",$-,No,4068267.76,4495865.09,757076.54,121575.12,0.0
2134,American Alternative Insurance Corporation,Oklahoma,66670,,2792.0,,,,,,,No,,,,,
2135,"Denver Health Medical Plan, Inc.",Colorado,66699,5526.0,,426658.0,2412385.0,,"$426,657.77 ","$2,412,384.60 ",$-,Yes,4969317.0,4647051.0,1873085.0,,
2136,American National Life Insurance Company of Texas,Texas,66719,10231.0,,0.0,0.0,,,,,No,3323252.27,2224658.53,,,0.0
2137,Philadelphia American Life Insurance Company,Indiana,66746,24.0,,,,,,,,No,16064.0,2711.0,,,
2138,Standard Life and Accident Insurance Company,Arkansas,66764,166.0,,0.0,0.0,,,,,No,32875.5,4093.35,,,0.0
2139,"Blue Care of Michigan, Inc.",Michigan,66835,3404.0,0.0,0.0,0.0,0.0,,,,Yes,1606374.0,1428182.0,0.0,0.0,0.0
2140,Coventry Health & Life Insurance Company,South Dakota,66837,21300.0,6959.0,258935.6,-331736.57,29000.9,"$258,935.60 ","($331,736.57)","$29,000.90 ",No,3161102.03,5499257.76,352360.58,23139.21,0.0
2141,Community Health Alliance Mutual Insurance Company,Tennessee,66842,1938.0,3724.0,233551.0,259947.0,-377246.0,"$233,550.84 ","$259,947.44 ","($377,246.42)",Yes,1451516.108,1355877.292,438787.0,0.0,0.0
2142,Shelter Life Insurance Company,Nebraska,66885,36.0,0.0,0.0,0.0,0.0,,,,No,1209.44,520498.22,0.0,0.0,0.0
2143,Union Security Insurance Company,Mississippi,66895,0.0,307.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2144,Reliance Standard Life Insurance Company,Arizona,66915,,,,,,,,,No,0.0,0.0,,,
2145,The United States Life Ins. Co. in the City of New York,New Mexico,66916,2947.0,,,,,,,,No,125449.0,80526.0,0.0,0.0,0.0
2146,Aetna Life Insurance Company,Oklahoma,66946,19077.0,123106.0,146161.64,178252.53,-174947.03,"$146,161.64 ","$178,252.53 ","($174,947.03)",No,6013193.72,7573350.23,2995429.5,116780.65,0.0
2147,American National Life Insurance Company of Texas,Iowa,66956,2528.0,,0.0,0.0,,,,,No,868553.9,791427.55,,,0.0
2148,Capital Health Plan,Florida,66966,,158719.0,,,635267.0,N/E,$-,"$635,267.48 ",Yes,,,,,
2149,John Alden Life Insurance Company,Washington,66967,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2150,Unimerica Insurance Company,California,66984,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2151,Shelter Life Insurance Company,Oregon,67048,0.0,0.0,0.0,0.0,0.0,,,,No,673.8,-71.7,0.0,0.0,0.0
2152,Guarantee Trust Life Insurance Co.,Vermont,67075,0.0,,,,,,,,No,1.84,,,,
2153,John Alden Life Insurance Company,Oklahoma,67088,2907.0,3822.0,0.0,0.0,-198018.0,N/E,$-,"($198,017.77)",No,972658.0,446500.0,64729.0,6596.0,0.0
2154,American Republic Insurance Company,New Mexico,67102,,,,,,,,,No,,,,,
2155,Aetna Life Insurance Company,Ohio,67129,76066.0,45162.0,753385.3,-225186.77,-593316.79,"$753,385.30 ","($225,186.77)","($593,316.79)",No,22521441.7,18301411.54,2701916.0,218636.4,145.28
2156,"Health Net of California, Inc",California,67138,2002237.0,2156540.0,48731305.0,-100186994.0,-3718210.0,"$48,731,305.15 ","($100,186,993.89)","($3,718,209.96)",No,601287629.0,476139478.0,45147343.0,3620752.0,
2157,New Era Life Insurance Company of the MidWest,Texas,67141,,,,,,,,,No,,,,,
2158,Thrivent Financial for Lutherans,New Hampshire,67167,,,,,,,,,No,,,,,
2159,"Total Health Care USA, Inc.",Michigan,67183,118609.0,96901.0,2025795.65,-1099668.0,-1225249.0,"$2,025,795.65 ","($1,099,668.46)","($1,225,249.24)",Yes,34565141.65,26440698.0,4988288.0,27145.0,
2160,Aetna Health Inc. (a Pennsylvania corporation),Delaware,67190,138.0,43949.0,0.0,0.0,12382.86,N/E,$-,"$12,382.86 ",No,77164.64,323311.26,119899.4,1056.98,0.0
2161,"Louisiana Health Cooperative, Inc.",Louisiana,67202,110861.0,1194.0,9878052.0,-7456986.0,-36622.0,"$9,878,052.34 ","($7,456,986.26)","($36,621.89)",Yes,55622911.07,56988875.59,6481284.44,2215.05,0.0
2162,"Sierra Health and Life Insurance Company, Inc.",District of Columbia,67203,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2163,Central United Life Insurance Company,Arizona,67214,,,,,,,,,No,,1467.0,,,
2164,"Vantage Health Plan, Inc.",Louisiana,67243,80242.0,14426.0,5014154.0,-416149.0,-195880.0,"$5,014,154.17 ","($416,149.30)","($195,880.47)",No,37912456.0,29302045.98,6613665.0,240802.0,
2165,Liberty Mutual Insurance Company,North Carolina,67257,,,,,,,,,No,,,,,
2166,United Healthcare Life Insurance Company,South Dakota,67288,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
2167,The Chesapeake Life Insurance Company,South Carolina,67334,198.0,0.0,0.0,0.0,0.0,,,,No,32963.0,2801.434126,635.3769321000001,250.58201680000002,0.0
2168,United American Insurance Co,Utah,67335,,,,,,,,,No,0.0,0.0,,,
2169,Kanawha Insurance Company ,Missouri,67358,861.0,,,,,,,,No,72231.0,71651.0,,,
