Name,State,HIOS,MMI,ERAI,ARAI,Premium,Loss1,Loss2,Loss3,Loss4,ERAIPMM,ARAIPMM,Diff,TotalLoss
New York Life Insurance Company,West Virginia,30965,0.00,,,-12142.35,19305.14,,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Humana Insurance Company,Massachusetts,31096,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Avante Behavioral Health Plan,California,31131,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
UNICARE Life & Health Insurance Company,Illinois,31174,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Mutual of Omaha Insurance Company,Massachusetts,31204,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Sierra Health and Life Insurance Company, Inc.",South Carolina,31250,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
New Era Life Insurance Company of the MidWest,Illinois,31325,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Humana Insurance Company,Hawaii,31358,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Sierra Health and Life Insurance Company, Inc.",Washington,31557,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Unified Life Insurance Company,Florida,31602,0.00,0.00,,14132.83,19132.96,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Fidelity Life Insurance Company,Indiana,31693,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Cigna Health and Life Insurance Company,United States Virgin Islands,31744,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Connecticut General Life Insurance Company,Virginia,31820,0.00,0.00,,0.00,-1482.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
All Savers Insurance Company,Arkansas,31860,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Labor Life Insurance Company,Missouri,31904,,,,140.00,-4403.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Kaiser Permanente Insurance Company,Ohio,32032,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Employer Choice Insurance Company,Florida,32162,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United American Insurance Co,District of Columbia,32263,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Kaiser Permanente Insurance Company,Oregon,32274,,0.00,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Liberty Mutual Insurance Company,New York,32366,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United American Insurance Co,Maine,32539,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Liberty Mutual Insurance Company,Michigan,32651,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Security Insurance Company,Indiana,32747,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Transamerica Life Insurance Company,Florida,32853,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Security Insurance Company,Pennsylvania,32872,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Reliance Standard Life Insurance Company,South Carolina,32899,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Golden Rule Insurance Company,Montana,32935,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Republic Insurance Company,Georgia,32940,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United American Insurance Co,Ohio,32975,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Fidelity Life Insurance Company,Maryland,33027,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Madison National Life Insurance Company, Inc.",Arkansas,33030,0.00,,,0.00,0.00,0.00,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
New Era Life Insurance Company,Illinois,33034,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Liberty Mutual Insurance Company,Virginia,33240,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American National Life Insurance Company of Texas,Maine,33256,0.00,0.00,,0.00,0.00,,,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
All Savers Insurance Company,United States Virgin Islands,33316,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
PacifiCare Life and Health Insurance Co,Vermont,33498,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Federated Mutual Insurance Company,South Carolina,33609,0.00,0.00,$-,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
Thrivent Financial for Lutherans,Georgia,33647,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The Prudential Insurance Company of America,Mississippi,33648,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Sierra Health and Life Insurance Company, Inc.",North Carolina,33663,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Reserve National Insurance Company,New Mexico,33694,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Humana Insurance Company,North Dakota,33719,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Unimerica Insurance Company,Alaska,33720,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United Teachers Associates,North Dakota,33756,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Heritage Life Insurance Company,Pennsylvania,33786,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Unimerica Insurance Company,District of Columbia,33791,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Pekin Life Insurance Company,Kansas,33868,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Globe Life and Accident Insurance Co,Oklahoma,33872,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Heritage Life Insurance Company,New Hampshire,33948,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Sierra Health and Life Insurance Company, Inc.",Florida,33990,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Wellmark, Inc.",South Dakota,33994,0.00,0.00,,0.00,0.00,0.00,0.00,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Humana Insurance Company,New Mexico,33995,,,,0.00,0.00,0.00,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Independence American Insurance Company,Oklahoma,34001,0.00,,,0.00,0.00,0.00,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American States Insurance Company,Missouri,34018,,,,,1206.22,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Trustmark Life Insurance Company,Kentucky,34023,,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Security Insurance Company,Alaska,34132,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United American Insurance Co,New Hampshire,34173,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Trustmark Insurance Company,Kansas,34204,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
TransAmerica Premier Life Insurance,Massachusetts,34250,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Trustmark Insurance Company,Oregon,34258,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
TransAmerica Premier Life Insurance,South Carolina,34263,0.00,,,0.00,-119766.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Transamerica Life Insurance Company,Utah,34343,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Income Life Insurance Co,District of Columbia,34432,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Philadelphia American Life Insurance Company,Montana,34445,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Sterling Life Insurance Co.,New Mexico,34487,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The Prudential Insurance Company of America,Wisconsin,34501,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United Healthcare Life Insurance Company,Idaho,34615,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
UnitedHealthcare Insurance Company,Guam,34738,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Illinois Mutual Life Insurance Company,New York,34824,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
PacifiCare Life and Health Insurance Co,Utah,34847,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
WMI Mutual Insurance Company,New Mexico,34863,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Cigna Health and Life Insurance Company,New Mexico,34871,0.00,0.00,,0.00,-738.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Globe Life and Accident Insurance Co,District of Columbia,35070,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Illinois Mutual Life Insurance Company,Texas,35225,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Highmark Health Insurance Company,West Virginia,35317,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
MercyCare Insurance Company,Wisconsin,35334,,,$-,0.00,0.00,,,,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
Liberty Mutual Insurance Company,California,35451,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
New Era Life Insurance Company,Iowa,35461,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Philadelphia American Life Insurance Company,Delaware,35476,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Medico Corp Life Insurance Company,Tennessee,35504,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Kaiser Permanente Insurance Company,Hawaii,35585,,0.00,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Alternative Insurance Corporation,Virginia,35586,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Heritage Life Insurance Company,New York,35591,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Globe Life and Accident Insurance Co,Virginia,35617,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United American Insurance Co,Georgia,35648,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United American Insurance Co,Louisiana,35719,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
US Health and Life Insurance Company,Indiana,35755,,,$-,,,,,,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
Kaiser Permanente Insurance Company,Colorado,35944,,0.00,$-,,,,,,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
AMERICAN FIDELITY ASSURANCE COMPANY,Montana,35949,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Reserve National Insurance Company,Colorado,35997,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Health Net Health Plan of Oregon, Inc",Washington,36026,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Guarantee Trust Life Insurance Co.,South Dakota,36043,0.00,,,0.00,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Liberty National Life Insurance Co,Utah,36135,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Fidelity Life Insurance Company,Ohio,36204,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Connecticut General Life Insurance Company,Utah,36234,0.00,0.00,,0.00,-1430.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Trustmark Life Insurance Company,Ohio,36241,,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Philadelphia American Life Insurance Company,Puerto Rico,36243,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Reserve National Insurance Company,Alabama,36305,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
All Savers Insurance Company,Indiana,36373,0.00,0.00,$-,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
Humana Insurance Company,Alaska,36608,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United Teachers Associates,South Carolina,36667,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
All Savers Insurance Company,Delaware,36843,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Fidelity Life Insurance Company,Iowa,36852,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Republic Insurance Company,Nevada,36944,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Republic Insurance Company,Massachusetts,36991,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Pekin Life Insurance Company,Louisiana,36997,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Pekin Life Insurance Company,Ohio,37028,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"UnitedHealthcare of Oregon, Inc.",Oregon,37057,0.00,0.00,,0.00,314.05,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
TransAmerica Premier Life Insurance,New Hampshire,37060,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Income Life Insurance Co,Massachusetts,37072,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United American Insurance Co,New Mexico,37081,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Highmark Health Insurance Company,Delaware,37097,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Sun Life and Health Insurance Company (U.S.),New York,37105,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Central United Life Insurance Company,Wyoming,37142,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Unified Life Insurance Company,District of Columbia,37151,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United American Insurance Co,Texas,37168,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Transamerica Life Insurance Company,New York,37261,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American States Insurance Company,Wisconsin,37362,,,,,196207.21,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Central United Life Insurance Company,Iowa,37460,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The Prudential Insurance Company of America,Virginia,37515,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Fidelity Life Insurance Company,Oklahoma,37520,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Central United Life Insurance Company,Arkansas,37620,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United Healthcare Life Insurance Company,Minnesota,37715,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
UnitedHealthcare Insurance Company,New Jersey,37777,0.00,0.00,,-637.47,262.76,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Security Insurance Company,New Mexico,37818,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Sierra Health and Life Insurance Company, Inc.",North Dakota,37880,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Income Life Insurance Co,South Carolina,37894,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Coventry Health Care of Kansas, Inc.",Missouri,37977,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"SummaCare, Inc.",Ohio,37990,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Montana Health Cooperative,Idaho,38128,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Trustmark Insurance Company,Oklahoma,38206,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Trustmark Life Insurance Company,Kansas,38251,,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Thrivent Financial for Lutherans,Pennsylvania,38278,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
First Allmerica Financial Life Ins. Co,Maine,38289,,,,,1475.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United American Insurance Co,Rhode Island,38416,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Federated Mutual Insurance Company,Mississippi,38420,0.00,0.00,$-,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
Unified Life Insurance Company,Alabama,38445,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United Teachers Associates,Kansas,38509,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Globe Life and Accident Insurance Co,Alaska,38538,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Income Life Insurance Co,Iowa,38546,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The Prudential Insurance Company of America,United States Virgin Islands,38607,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Unimerica Insurance Company,New Jersey,38617,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United Teachers Associates,United States Virgin Islands,38628,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
All Savers Insurance Company,New Mexico,38649,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Globe Life and Accident Insurance Co,Indiana,38669,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Globe Life and Accident Insurance Co,Maryland,38755,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The Prudential Insurance Company of America,District of Columbia,38837,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Reserve National Insurance Company,Illinois,38858,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
UnitedHealthcare Insurance Company of New York,District of Columbia,38959,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
QCC Insurance Company,Delaware,38972,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Heritage Life Insurance Company,Rhode Island,39106,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Central United Life Insurance Company,California,39193,,,,,184693.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American General Life Insurance Company,United States Virgin Islands,39221,0.00,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Sierra Health and Life Insurance Company, Inc.",Iowa,39238,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Golden Rule Insurance Company,Hawaii,39261,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Guarantee Trust Life Insurance Co.,Colorado,39300,0.00,,,326.81,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
TransAmerica Premier Life Insurance,United States Virgin Islands,39301,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Republic Insurance Company,North Dakota,39313,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Mutual of Omaha Insurance Company,Puerto Rico,39357,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Nippon Life Insurance Company of America,New Jersey,39433,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Philadelphia American Life Insurance Company,California,39493,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"AmeriHealth HMO, Inc.",Pennsylvania,39499,,,,56.00,-51.28,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
UnitedHealthcare Insurance Company of New York,California,39566,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Heritage Life Insurance Company,Iowa,39632,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Mutual of Omaha Insurance Company,Nevada,39786,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
All Savers Insurance Company,Wisconsin,39924,0.00,0.00,$-,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
All Savers Insurance Company,Kansas,39966,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Unimerica Insurance Company,New Hampshire,40051,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
All Savers Insurance Company,Oklahoma,40110,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
PacifiCare Life and Health Insurance Co,District of Columbia,40150,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"GMS Reinsurance Company, LTD",Michigan,40206,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
BEST Life and Health Insurance Company,Oklahoma,40254,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Trustmark Life Insurance Company,Tennessee,40279,,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American Alternative Insurance Corporation,Nevada,40317,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Educators Health Plans Life, Accident, and Health, Inc",Utah,40335,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Liberty Mutual Insurance Company,Kentucky,40348,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Shelter Life Insurance Company,North Carolina,40461,0.00,0.00,,350.76,-139.67,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Unimerica Insurance Company,Texas,40564,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Oxford Health Insurance, Inc.",Pennsylvania,40623,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
UnitedHealthcare Insurance Company of New York,Ohio,40664,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Unimerica Insurance Company,Massachusetts,40739,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
The Prudential Insurance Company of America,West Virginia,40813,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Union Fidelity Life Insurance Company,West Virginia,40857,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
PacifiCare Life and Health Insurance Co,Michigan,40870,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
American States Insurance Company,Florida,40889,,,,,38864.07,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Sterling Life Insurance Co.,Wisconsin,41006,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Standard Life and Accident Insurance Company,Montana,41013,0.00,0.00,,0.00,0.00,,,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Hometown Health Plan, Inc.",Nevada,41094,,,$-,0.00,0.00,,,,#DIV/0!,#VALUE!,#VALUE!,#DIV/0!
United American Insurance Co,Vermont,41098,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United Teachers Associates,Mississippi,41131,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
"Madison National Life Insurance Company, Inc.",Missouri,41179,0.00,,,0.00,0.00,0.00,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Guarantee Trust Life Insurance Co.,Florida,41269,0.00,,,13626.85,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
United Healthcare Life Insurance Company,Maryland,41308,0.00,0.00,,0.00,99.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
TransAmerica Premier Life Insurance,Puerto Rico,41376,,,,0.00,0.00,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Connecticut General Life Insurance Company,Hawaii,41390,0.00,0.00,,0.00,-178.00,0.00,0.00,0.00,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
