,CompanyName:,BusinessintheStateof:,HIOSIssuerID:,MEMBER_MONTHS_INDIVIDUAL:,MEMBER_MONTHS_SMALL_GROUP,EXPECTED_REINSURANCE,EXPECTED_RISK_ADJUSTMENT_INDIVIDUAL,EXPECTED_RISK_ADJUSTMENT_SMALL_GROUP,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET),Not-For-Profit:,Premium,Loss1,Loss2,Loss3,Loss4
1567,United Teachers Associates,New Mexico,57318,0.0,,,,,,,,No,0.0,0.0,,,
1568,Union Fidelity Life Insurance Company,New Mexico,57365,,,,,,,,,No,,,,,
1569,American National Insurance Company,South Carolina,57380,38.0,,,,,,,,No,28383.78,26104.3294,,,
1570,TransAmerica Premier Life Insurance,Alabama,57417,,,,,,,,,No,0.0,0.0,,,
1571,Central United Life Insurance Company,Louisiana,57422,,,,,,,,,No,,,,,
1572,"Coventry Health Care of Fl., Inc.",Florida,57451,2827355.0,128894.0,56890286.23,-110567546.0,973155.25,"$56,919,893.68 ","($110,567,546.03)","$973,155.25 ",No,744754923.6,727386476.9,152069561.1,9437532.48,0.0
1573,Standard Life and Accident Insurance Company,West Virginia,57573,414.0,,,,,,,,No,50678.4,766.97,,,
1574,"Anthem Health Plans of New Hampshire, Inc.",New Hampshire,57601,127889.0,45855.0,0.0,0.0,1336166.23,N/E,$-,"$1,336,166.23 ",No,47147192.0,35682494.16,3358620.26,463585.78,0.0
1575,American National Insurance Company,Arizona,57624,24.0,,,,,,,,No,4184.22,4664.3402,,,
1576,New York Life Insurance Company,Massachusetts,57633,12.0,0.0,0.0,0.0,0.0,,,,No,1337.0,-37857.0,0.0,0.0,0.0
1577,Medica Insurance Company,Wisconsin,57637,9384.0,84479.0,,,355871.33,N/E,$-,"$355,871.33 ",No,2131433.75,1542374.93,,,
1578,American Family Mutual Insurance Company,Wisconsin,57721,112.0,,,,,,,,No,23727.0,11175.0,0.0,,
1579,Union Labor Life Insurance Company,District of Columbia,57837,0.0,,,,,,,,No,0.0,33503.0,,,
1580,Medica Health Plans of Wisconsin,Wisconsin,57845,76759.0,,5112090.38,-2183267.46,,"$5,114,750.87 ","($2,183,267.46)",$-,Yes,41645833.44,35813462.65,,,
1581,Aetna Health Inc. (a Pennsylvania corporation),Kansas,57850,0.0,140.0,0.0,0.0,-152312.87,N/E,$-,"($152,312.88)",No,0.0,133.99,0.0,0.0,0.0
1582,UnitedHealthcare Insurance Company,South Carolina,57860,2064.0,66954.0,0.0,31940.35,440909.95,N/E,$-,"$472,850.30 ",No,1102908.46,846268.33,397751.56,19975.45,7.09
1583,American National Insurance Company,Connecticut,57868,22.0,,,,,,,,No,626.89,803.6943,,,
1584,Philadelphia American Life Insurance Company,Maryland,57872,,,,,,,,,No,,,,,
1585,Globe Life and Accident Insurance Co,Alabama,57898,,,,,,,,,No,0.0,0.0,,,
1586,Central United Life Insurance Company,North Dakota,57906,,,,,,,,,No,,,,,
1587,Celtic Insurance Company,Utah,57916,0.0,,0.0,0.0,,,,,No,0.0,0.0,0.0,0.0,0.0
1588,American National Life Insurance Company of Texas,Georgia,57989,2042.0,,,,,,,,No,536508.75,547358.93,,,
1589,"Humana Health Plan, Inc.",Alabama,58003,,,,,,,,,No,0.0,0.0,,,
1590,American Income Life Insurance Co,Illinois,58021,,,,,,,,,No,0.0,0.0,,,
1591,American Heritage Life Insurance Company,Vermont,58082,,,,,,,,,No,0.0,0.0,,,
1592,Companion Life Insurance Company of NY,New York,58084,,,,,,,,,No,,,,,
1593,American States Insurance Company,Georgia,58135,,,,,,,,,No,,5383.2,,,
1594,"UnitedHealthcare Plan of the River Valley, Inc.",Illinois,58239,128.0,5641.0,0.0,0.0,-586082.45,N/E,$-,"($586,082.45)",No,40386.17,8992.64,131.59,1305.31,0.0
1595,Aetna Life Insurance Company,Hawaii,58275,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1596,"Humana Health Plan, Inc.",Illinois,58288,12865.0,44797.0,434600.45,563700.35,-1525019.48,"$434,826.64 ","$730,433.28 ","($1,525,019.48)",No,5815968.42,4513915.877,621715.09,28472.69,220.93
1597,MercyCare HMO,Wisconsin,58326,10511.0,17819.0,1039096.92,686857.72,224237.16,"$1,039,637.70 ","$686,857.72 ","$224,237.16 ",No,7191433.64,8315467.52,1131801.0,52500.0,0.0
1598,The Prudential Insurance Company of America,Illinois,58374,,,,,,,,,No,,,,,
1599,American Heritage Life Insurance Company,North Carolina,58398,,,,,,,,,No,0.0,0.0,,,
1600,The Prudential Insurance Company of America,Arkansas,58440,,,,,,,,,No,,,,,
1601,The United States Life Ins. Co. in the City of New York,New Jersey,58445,67582.0,,,,,,,,No,1682577.0,1435352.0,0.0,0.0,0.0
1602,John Alden Life Insurance Company,Texas,58483,8627.0,29137.0,0.0,0.0,-588168.0,N/E,$-,"($588,168.10)",No,3651082.0,1661624.0,389858.0,62359.0,-29.0
1603,Unified Life Insurance Company,Arizona,58493,0.0,,0.0,0.0,,,,,No,0.0,0.0,0.0,0.0,0.0
1604,TransAmerica Premier Life Insurance,Nevada,58559,,,,,,,,,No,0.0,0.0,,,
1605,Physicians Plus Insurance Corporation,Wisconsin,58564,31587.0,188864.0,166070.0,175984.0,-629678.0,"$166,156.71 ","$175,983.58 ","($629,677.53)",No,10295335.0,9656285.0,922148.0,143891.0,
1606,"Meridian Health Plan of Michigan, Inc.",Michigan,58594,288.0,,0.0,42778.9,,$0.00 ,"$45,009.16 ",$-,No,103790.9,45897.57,13714.0,718.0,0.0
1607,Thrivent Financial for Lutherans,Idaho,58606,,,,,,,,,No,,,,,
1608,Shelter Life Insurance Company,Mississippi,58634,84.0,0.0,0.0,0.0,0.0,,,,No,6844.37,21029.0,0.0,0.0,0.0
1609,United States Branch of the Sun Life Assurance Company of Canada,Illinois,58643,,,,,,,,,No,,,,,
1610,The United States Life Ins. Co. in the City of New York,Vermont,58647,1415.0,,,,,,,,No,37837.0,22047.0,0.0,0.0,0.0
1611,UnitedHealthcare Insurance Company of the River Valley,North Carolina,58658,93.0,71992.0,0.0,0.0,-1453280.86,N/E,$-,"($1,453,280.86)",No,54953.8,44764.35,9814.67,1573.05,0.0
1612,Companion Life Insurance Company,Alaska,58670,,,,,,,,,No,304.0,0.0,313.0,,
1613,Reserve National Insurance Company,Oklahoma,58780,,,,,,,,,No,0.0,0.0,,,
1614,Globe Life and Accident Insurance Co,Massachusetts,58790,,,,,,,,,No,0.0,0.0,,,
1615,John Alden Life Insurance Company,Pennsylvania,58819,3900.0,780.0,0.0,0.0,-101659.0,N/E,$-,"($101,659.48)",No,1252432.0,587741.0,34115.0,9840.0,0.0
1616,Transamerica Life Insurance Company,Georgia,58826,,,,,,,,,No,,,,,
1617,Medical Benefits Mutual Life Insurance Co.,West Virginia,58833,,0.0,,,0.0,,,,No,,,,,
1618,Aetna Health Inc. (a Texas corporation),Texas,58840,120.0,28415.0,0.0,0.0,-139428.93,N/E,$-,"($139,428.93)",No,18997.81,18441.43,2020.32,162.99,0.0
1619,Mutual of Omaha Insurance Company,Pennsylvania,58929,,,,,,,,,No,,,,,
1620,United Teachers Associates,Florida,58949,294.0,,,,,,,,No,30641.0,-2168.51115,,,
1621,Union Labor Life Insurance Company,Georgia,58966,,,,,,,,,No,0.0,207.0,,,
1622,Thrivent Financial for Lutherans,Connecticut,58982,,,,,,,,,No,,,,,
1623,US Health and Life Insurance Company,Michigan,58996,,110256.0,,,,N/E,$-,"$4,588.65 ",No,,,,,
1624,Freedom Life Insurance Company of America,Indiana,58999,161.0,,0.0,0.0,,,,,No,32965.0,26471.0,0.0,0.0,0.0
1625,"Harvard Pilgrim Health Care of New England, Inc.",New Hampshire,59025,99053.0,258618.0,2618360.0,-1229943.0,-843133.0,"$2,619,722.76 ","($1,229,943.19)","($843,133.48)",Yes,38568436.76,30801493.11,6659063.0,598293.0,117911.0
1626,"UnitedHealthcare of Colorado, Inc.",Colorado,59036,1201.0,50195.0,0.0,65134.38,-1585322.03,N/E,$-,"($1,520,187.65)",No,712164.19,767349.24,295141.37,25367.35,0.0
1627,Standard Security Life Insurance Company of New York,Arizona,59096,,99.0,,,-5154.87,N/E,$-,"($5,153.41)",No,0.0,0.0,,,
1628,Companion Life Insurance Company,Montana,59110,9.0,15.0,,,,,,,No,-3494.0,0.0,13597.0,,
1629,Transamerica Life Insurance Company,Hawaii,59128,,,,,,,,,No,,,,,
1630,Trustmark Life Insurance Company,Oregon,59129,214.0,0.0,,-17648.46,0.0,$0.00 ,"($17,648.46)",$-,No,-214.06,31706.85,0.0,0.0,0.0
1631,Nippon Life Insurance Company of America,Michigan,59140,,344.0,,,-45156.26,N/E,$-,"($45,156.26)",No,,,,,
1632,UnitedHealthcare Insurance Company,Wisconsin,59158,3128.0,1103277.0,0.0,-42338.1,11339495.99,N/E,$-,"$11,297,157.89 ",No,1668153.66,1118015.09,328535.58,43075.42,0.24
1633,Central United Life Insurance Company,Montana,59170,,,,,,,,,No,,,,,
1634,Golden Rule Insurance Company,Louisiana,59176,31245.0,0.0,0.0,0.0,0.0,,,,No,7136769.31,5443035.61,1321459.82,255976.12,0.0
1635,Wilton Reassurance Company,New York,59232,86.0,,,,,,,,No,87.0,0.0,,,
1636,"Madison National Life Insurance Company, Inc.",Illinois,59311,,18.0,,,-3430.17,N/E,$-,"($3,428.71)",No,0.0,0.0,,,
1637,Thrivent Financial for Lutherans,North Dakota,59321,,,,,,,,,No,,,,,
1638,Trustmark Insurance Company,Texas,59454,,,,,,,,,No,,,,,
1639,Globe Life and Accident Insurance Co,Kentucky,59500,,,,,,,,,No,0.0,0.0,,,
1640,Liberty National Life Insurance Co,Louisiana,59512,,,,,,,,,No,0.0,0.0,,,
1641,Golden Rule Insurance Company,District of Columbia,59557,382.0,0.0,0.0,0.0,0.0,,,,No,92259.86,75902.77,5674.98,2133.23,0.0
1642,TransAmerica Premier Life Insurance,Oregon,59578,,,,,,,,,No,0.0,0.0,,,
1643,Trustmark Insurance Company,New York,59625,,,,,,,,,No,,,,,
1644,The United States Life Ins. Co. in the City of New York,Maryland,59639,13801.0,,,,,,,,No,560740.0,440429.0,0.0,0.0,0.0
1645,Philadelphia American Life Insurance Company,Oklahoma,59642,49.0,,,,,,,,No,32660.0,3794.0,,,
1646,Educators Mutual Insurance Association,Utah,59682,,,,,,,,,Yes,0.0,0.0,,,
1647,Union Security Insurance Company,Connecticut,59696,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1648,Aetna Life Insurance Company,Nebraska,59699,464.0,132.0,0.0,0.0,0.0,,,,No,203703.46,594277.31,33920.96,5112.8,0.0
1649,Liberty Mutual Insurance Company,Minnesota,59727,,,,,,,,,No,,,,,
1650,Globe Life and Accident Insurance Co,South Carolina,59745,,,,,,,,,No,0.0,0.0,,,
1651,Tufts Health Public Plans Inc.,Massachusetts,59763,688066.0,23154.0,4626816.0,-33871661.0,-1139810.0,"$4,629,223.87 ",N/A_MA_Issuer,N/A_MA_Issuer,Yes,177707018.6,151069668.0,42185249.0,4116733.0,0.0
1652,BridgeSpan Health Company,Idaho,59765,11749.0,,723972.0,-37956.0,,"$724,349.19 ","($37,955.58)",$-,No,3829997.0,5057888.0,658544.0,52339.0,
1653,THP Insurance Company,West Virginia,59772,0.0,2413.0,0.0,0.0,-62875.0,N/E,$-,"($62,874.74)",No,0.0,0.0,0.0,0.0,0.0
1654,United Teachers Associates,West Virginia,59788,0.0,,,,,,,,No,0.0,0.0,,,
1655,United Healthcare Life Insurance Company,Alabama,59809,7077.0,26.0,147985.51,-805865.4,2012.29,"$148,062.53 ","($805,865.40)","$2,012.29 ",No,1402701.9,1537350.79,308746.09,50114.72,0.0
1656,American General Life Insurance Company,Wisconsin,59810,0.0,,,,,,,,No,0.0,0.0,,,
1657,HealthPlus Insurance Company,Michigan,59830,306867.0,26843.0,9023847.0,-4117248.0,427409.0,"$9,028,543.74 ","($4,117,248.29)","$469,960.22 ",No,88589249.0,92279790.0,15684463.0,1156064.0,
1658,Reliance Standard Life Insurance Company,Illinois,59928,,,,,,,,,No,0.0,0.0,,,
1659,AMERICAN FIDELITY ASSURANCE COMPANY,Colorado,59970,,,,,,,,,No,,,,,
1660,John Alden Life Insurance Company,North Carolina,59977,3338.0,1894.0,0.0,-138633.0,-11962.0,$0.00 ,"($138,633.22)","($11,962.08)",No,932228.0,550467.0,72473.0,14034.0,0.0
1661,Mid-West National Life Insurance Company of Tennessee,Utah,59996,0.0,0.0,0.0,0.0,0.0,,,,No,682.0,75.45240559,89.60628867,67.80066076,0.0
1662,Golden Rule Insurance Company,New Mexico,60037,183.0,0.0,0.0,0.0,0.0,,,,No,115177.35,1105285.41,85225.65,2124.29,2448.42
1663,Celtic Insurance Company,South Carolina,60067,36.0,,0.0,-15341.23,,$0.00 ,"($15,341.23)",$-,No,2592.05,161955.3272,22.66616021,132.05898340000002,0.0
1664,"HMO Colorado, Inc., dba HMO Nevada",Nevada,60156,163550.0,2284.0,5081257.08,-8860894.35,-27406.0,"$5,077,744.17 ","($8,860,894.35)","($27,406.00)",No,48712401.75,39126115.86,4713744.39,459416.44,0.0
1665,Reliance Standard Life Insurance Company,Minnesota,60190,,,,,,,,,No,0.0,0.0,,,
1666,New Era Life Insurance Company,Alaska,60200,,,,,,,,,No,,,,,
1667,Standard Life and Accident Insurance Company,Wyoming,60250,0.0,,,,,,,,No,0.0,0.0,,,
1668,American Heritage Life Insurance Company,Alaska,60269,,,,,,,,,No,0.0,0.0,,,
1669,Illinois Mutual Life Insurance Company,Missouri,60296,,,,,,,,,No,,,,,
1670,Time Insurance Company,Tennessee,60299,59553.0,0.0,2194703.0,746097.0,0.0,"$2,195,845.50 ","$746,097.06 ",$-,No,24847364.0,20491491.0,4013307.0,497402.0,-382.0
1671,Central United Life Insurance Company,Idaho,60303,,,,,,,,,No,,,,,
1672,American Income Life Insurance Co,Alaska,60467,,,,,,,,,No,0.0,0.0,,,
1673,Standard Life and Accident Insurance Company,Kentucky,60525,15.0,,,,,,,,No,1529.44,19.0,,,
1674,"Avera Health Plans, Inc. ",South Dakota,60536,139552.0,48369.0,7488246.0,3672370.39,-81016.0,"$7,492,141.61 ","$3,672,370.39 ","($81,015.67)",No,56743431.39,69065181.0,15643650.0,115501.0,
1675,Connecticut General Life Insurance Company,Alabama,60561,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1676,American Heritage Life Insurance Company,Wisconsin,60562,,,,,,,,,No,0.0,0.0,,,
1677,Thrivent Financial for Lutherans,New York,60589,,,,,,,,,No,,,,,
1678,PacificSource Health Plans,Idaho,60597,34541.0,21577.0,807059.42,600458.28,-80877.14,"$807,479.44 ","$600,458.28 ","($80,877.14)",Yes,8547574.7,8342078.867000001,879591.0,43781.0,
1679,"Kaiser Foundation Health Plan, Inc.",Hawaii,60612,226746.0,325505.0,5417862.0,-15467101.0,-6719908.0,"$5,420,682.06 ","($15,467,100.50)","($6,719,908.37)",Yes,51672368.0,67622713.0,9352253.0,352658.0,0.0
1680,The United States Life Ins. Co. in the City of New York,Rhode Island,60647,2290.0,,,,,,,,No,76439.0,45597.0,0.0,0.0,0.0
1681,Union Security Insurance Company,Iowa,60690,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1682,Cigna Health and Life Insurance Company,South Dakota,60694,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1683,Standard Security Life Insurance Company of New York,Louisiana,60737,,,,,,,,,No,0.0,0.0,,,
1684,American Heritage Life Insurance Company,Oregon,60752,,,,,,,,,No,0.0,0.0,,,
1685,American Heritage Life Insurance Company,Maine,60757,,,,,,,,,No,0.0,0.0,,,
1686,"COMPASS COOPERATIVE HEALTH PLAN, INC.",Arizona,60761,525565.0,6774.0,7171320.0,-48452999.0,-788994.0,"$7,175,051.81 ","($48,452,998.55)","($788,993.84)",Yes,58708988.0,113931264.0,24220248.0,2740734.0,
1687,Washington National Insurance Company,Massachusetts,60767,,,,,,,,,No,,,,,
1688,Federated Mutual Insurance Company,Minnesota,60769,261.0,68440.0,0.0,0.0,-4702535.67,N/E,$-,"($4,702,535.67)",No,131424.39,254229.57,0.0,0.0,0.0
1689,UnitedHealthcare of New England Inc.,New Hampshire,60785,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1690,Physicians Health Plan,Michigan,60829,12200.0,49137.0,188387.16,-347998.34,-665160.05,"$188,485.20 ","($347,998.34)","($665,160.05)",Yes,5515047.53,4722514.692,1170872.0,69044.0,
1691,Kaiser Permanente Insurance Company,Kansas,60861,,,,,,,,,No,,,,,
1692,UnitedHealthcare Insurance Company,Delaware,61021,358.0,3046.0,0.0,7906.43,59552.4,N/E,$-,"$67,458.83 ",No,150211.69,59814.41,221826.4,15264.09,1.79
1693,American National Life Insurance Company of Texas,Colorado,61123,1387.0,,,,,,,,No,193224.28,174989.44,,,
1694,Reserve National Insurance Company,Arkansas,61124,,,,,,,,,No,0.0,0.0,,,
1695,American Republic Insurance Company,Kentucky,61160,,,,,,,,,No,,,,,
1696,"Minuteman Health, Inc",New Hampshire,61163,92215.0,269.0,2114169.44,-10504218.18,,"$2,115,269.73 ","($10,494,673.57)","($46,195.18)",Yes,19784179.26,18870456.0,2729809.0,0.0,891.07
1697,National Foundation Life Insurance Company,New Mexico,61170,48.0,,0.0,0.0,,,,,No,30514.0,2109.0,0.0,0.0,0.0
1698,Aetna Health of Utah Inc.,Idaho,61175,337.0,1652.0,14684.41,-16255.23,-174731.4,"$14,692.05 ","($16,255.24)","($174,731.40)",No,59099.55,28072.34,7635.39,455.2,0.0
1699,Central United Life Insurance Company,Kentucky,61191,,,,,,,,,No,,,,,
1700,Standard Life and Accident Insurance Company,Delaware,61272,2.0,,,,,,,,No,1402.77,0.0,,,
1701,Freedom Life Insurance Company of America,Arkansas,61273,740.0,,0.0,-5029.01,,$0.00 ,"($5,029.01)",$-,No,187272.99,67604.0,0.0,0.0,0.0
1702,The United States Life Ins. Co. in the City of New York,Nebraska,61289,1867.0,,,,,,,,No,85325.0,53979.0,0.0,0.0,0.0
1703,Cigna Health and Life Insurance Company,Wyoming,61357,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1704,American National Insurance Company,Colorado,61376,419.0,,,,,,,,No,80401.02,124817.0754,,,
1705,Kanawha Insurance Company ,Florida,61403,2066.0,,,,,,,,No,276746.0,801022.0,0.0,0.0,0.0
1706,Kanawha Insurance Company ,Wyoming,61420,45.0,,,,,,,,No,2286.0,22.0,0.0,0.0,0.0
1707,"Ryder Health Plan, Inc.",Puerto Rico,61423,21101.0,519.0,,,,,,,Yes,361275.0,960509.93,,,
1708,Coventry Health & Life Insurance Company,Kansas,61430,641288.0,66865.0,19209399.9,-18755986.81,-684315.39,"$19,219,397.06 ","($18,755,986.82)","($684,315.40)",No,163944802.5,187931271.1,29886283.05,1813985.76,0.0
1709,New Era Life Insurance Company,Mississippi,61479,1000.0,,,,,,,,No,227034.0,293574.0,,,
1710,Wilton Reassurance Company,Kansas,61559,171.0,,,,,,,,No,706.0,0.0,,,
1711,Mid-West National Life Insurance Company of Tennessee,District of Columbia,61567,77.0,0.0,0.0,0.0,0.0,,,,No,20780.0,1108.636939,297.23920360000005,224.9062505,0.94
1712,"Blue Cross of Idaho Health Service, Inc.",Idaho,61589,1019070.0,499500.0,38695123.0,-5152221.99,2750572.03,"$38,715,261.37 ","($5,152,221.99)","$2,750,572.03 ",Yes,323956008.0,366301108.4,54634369.58,8197418.76,
1713,Aetna Life Insurance Company,North Carolina,61644,16986.0,11487.0,651649.37,-715751.32,-157069.07,"$651,988.51 ","($715,751.32)","($157,069.07)",No,4326773.86,4106034.29,522525.15,28523.72,6.56
1714,State Farm Mutual Automobile Insurance Company,Kansas,61652,1106.0,0.0,0.0,0.0,0.0,,,,No,447015.95,256264.52,0.0,0.0,0.0
1715,Kanawha Insurance Company ,Wisconsin,61670,180.0,,,,,,,,No,12641.0,25134.0,0.0,0.0,0.0
1716,Aetna Health Inc. (a Pennsylvania corporation),North Carolina,61671,77.0,7216.0,0.0,0.0,-322190.73,N/E,$-,"($322,190.74)",No,2405.05,32968.3,34555.75,2721.58,0.0
1717,American Heritage Life Insurance Company,Arizona,61695,,,,,,,,,No,0.0,0.0,,,
1718,MVP Health Insurance Company,New York,61719,,61.0,,,,,,,No,,,,,
1719,United Healthcare Life Insurance Company,Ohio,61724,39475.0,467432.0,2325801.78,3026047.57,-4273050.07,"$2,327,012.20 ","$2,965,356.57 ","($4,212,359.07)",No,20257865.69,19732630.09,3808507.38,845141.42,0.0
1720,Companion Life Insurance Company,Pennsylvania,61775,468.0,183.0,,,,,,,No,18651.0,3707.0,344.0,,
1721,The Guardian Life Insurance Company of America,Kansas,61779,24.0,,,,,,,,No,342.0,1129.598,,,
1722,United Healthcare Life Insurance Company,Mississippi,61794,10571.0,1064.0,177997.67,-448183.32,-40377.81,"$178,090.31 ","($448,183.32)","($40,377.81)",No,3618268.37,3007970.06,750968.29,157869.84,0.0
1723,Coordinated Care Corporation Indiana,Washington,61836,335837.0,,4031648.63,-34636348.44,,"$4,033,746.83 ","($34,636,348.44)",$-,No,71185323.35,52321436.15,10026829.52,354134.6433,
1724,American Heritage Life Insurance Company,Virginia,61899,,,,,,,,,No,0.0,0.0,,,
1725,Nippon Life Insurance Company of America,Kentucky,61923,,0.0,,,0.0,,,,No,,,,,
1726,Golden Rule Insurance Company,California,61956,12.0,0.0,0.0,0.0,0.0,,,,No,156.36,-76.7,0.0,0.0,0.0
1727,The United States Life Ins. Co. in the City of New York,Montana,61965,1087.0,,,,,,,,No,51202.0,33655.0,0.0,0.0,0.0
1728,Unified Life Insurance Company,Maryland,61971,60.0,,0.0,0.0,,,,,No,30010.56,13014.09,0.0,0.0,0.0
1729,"MDwise Marketplace, Inc.",Indiana,62033,211299.0,,10300258.0,17928175.0,,"$10,305,618.57 ","$17,928,174.59 ",$-,Yes,129832913.8,109330228.3,32216259.39,-2276538.11,0.0
1730,AMERICAN FIDELITY ASSURANCE COMPANY,Kentucky,62049,,,,,,,,,No,,,,,
1731,Trustmark Life Insurance Company,Indiana,62052,0.0,0.0,,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1732,Union Labor Life Insurance Company,Maine,62133,,,,,,,,,No,0.0,1792.0,,,
1733,Celtic Insurance Company,Arkansas,62141,511698.0,,8194603.78,-10893205.76,,"$8,196,167.49 ","($10,893,205.76)",$-,No,175956945.1,191626223.4,31148932.36,1318477.188,
1734,Trustmark Insurance Company,Mississippi,62163,,,,,,,,,No,,,,,
1735,Trustmark Insurance Company,Pennsylvania,62191,,,,,,,,,No,,,,,
1736,"South Dakota State Medical Holding Company, Inc.",South Dakota,62210,154506.0,141466.0,9162251.0,-2809177.0,-1242844.0,"$9,167,019.56 ","($2,809,177.34)","($1,242,844.35)",No,53211731.0,72189787.0,7830221.0,1118625.0,
1737,Reserve National Insurance Company,Nevada,62233,,,,,,,,,No,0.0,0.0,,,
1738,Philadelphia American Life Insurance Company,New York,62255,12.0,,,,,,,,No,2793.0,0.0,,,
1739,Humana Insurance Company,Michigan,62294,33385.0,62952.0,1227009.54,-356523.02,-541342.84,"$1,227,648.12 ","($356,523.02)","($541,342.84)",No,10954378.91,6049813.101,1341436.61,150496.88,186.19
1740,Celtic Insurance Company,Ohio,62352,36.0,,0.0,-11014.35,,$0.00 ,"($11,014.35)",$-,No,5815.03,20911.534669999997,21.27092329,123.92996780000001,0.0
1741,Union Fidelity Life Insurance Company,Colorado,62376,,,,,,,,,No,,,,,
1742,Celtic Insurance Company,West Virginia,62386,0.0,,0.0,0.0,,,,,No,0.0,0.0,0.0,0.0,0.0
1743,American National Life Insurance Company of Texas,Virginia,62467,129.0,,,,,,,,No,47001.7,11261.28,,,
1744,Celtic Insurance Company,Oklahoma,62505,24.0,,0.0,-5294.26,,$0.00 ,"($5,294.26)",$-,No,752.1360000000001,39685.40603,7.642136877,44.52509016,0.0
1745,Mid-West National Life Insurance Company of Tennessee,North Carolina,62512,3880.0,3.0,0.0,0.0,0.0,,,,No,994878.0,754091.8161,26181.601580000002,19810.327080000003,25.11
1746,TransAmerica Premier Life Insurance,Ohio,62528,,,,,,,,,No,0.0,0.0,,,
1747,American Income Life Insurance Co,Pennsylvania,62538,,,,,,,,,No,0.0,0.0,,,
1748,"UPMC Health Coverage, Inc. ",Pennsylvania,62560,155.0,27635.0,0.0,-11718.3,-317613.0,$0.00 ,"($11,718.30)","($317,612.72)",Yes,27425.7,16718.6,440.0,85.0,
1749,United American Insurance Co,Idaho,62571,,,,,,,,,No,0.0,0.0,,,
1750,Union Security Insurance Company,Kentucky,62573,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1751,The United States Life Ins. Co. in the City of New York,Ohio,62597,9335.0,,,,,,,,No,384801.0,282240.0,0.0,0.0,0.0
1752,Mid-West National Life Insurance Company of Tennessee,Nebraska,62627,500.0,0.0,0.0,0.0,0.0,,,,No,187194.0,136584.533,2498.151537,1890.2281010000002,0.0
1753,John Alden Life Insurance Company,Alaska,62637,1050.0,13952.0,0.0,0.0,607207.0,N/E,$-,"$607,207.25 ",No,484339.0,916563.0,6784.0,2838.0,-2864.0
1754,Time Insurance Company,Florida,62662,778753.0,2514.0,76081688.0,35074237.0,-112613.0,"$76,121,282.95 ","$35,074,237.06 ","($112,612.60)",No,429098810.0,490160774.0,67596751.0,6670607.0,-32094.0
1755,Golden Rule Insurance Company,Arkansas,62722,82774.0,0.0,0.0,0.0,0.0,,,,No,14691466.37,13067253.54,2244678.73,325219.9,0.0
1756,The Guardian Life Insurance Company of America,Montana,62818,36.0,,,,,,,,No,1707.0,1334.8752,,,
1757,Heart of America Health Plan,North Dakota,62838,2073.0,1908.0,,,,,,,Yes,829771.0,799163.5,0.0,0.0,0.0
1758,Celtic Insurance Company,Oregon,62924,0.0,,0.0,0.0,,,,,No,0.0,0.0,0.0,0.0,0.0
1759,Shelter Life Insurance Company,Utah,62985,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,1.9,0.0,0.0,0.0
1760,COMMERCIAL TRAVELERS MUTUAL INSURANCE COMPANY,New York,63004,,,,,,,,,No,,,,,
1761,The Prudential Insurance Company of America,Indiana,63012,,,,,,,,,No,,,,,
1762,John Alden Life Insurance Company,Massachusetts,63046,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,0.0,0.0,0.0,0.0
1763,Kanawha Insurance Company ,Louisiana,63070,567.0,,,,,,,,No,84644.0,147576.0,0.0,0.0,0.0
1764,The Prudential Insurance Company of America,Michigan,63105,,,,,,,,,No,,,,,
1765,Union Labor Life Insurance Company,New Jersey,63124,2.0,,,,,,,,No,814.0,11152.0,,,
1766,Humana Insurance Company,Texas,63141,960435.0,291529.0,22949252.24,16542107.09,-1192747.03,"$22,961,195.74 ","$16,542,107.09 ","($1,192,747.03)",No,269632904.5,262184110.3,42327569.41,4930233.65,
1767,Transamerica Life Insurance Company,Pennsylvania,63222,,,,,,,,,No,,,,,
1768,Central United Life Insurance Company,Kansas,63260,,,,,,,,,No,,,,,
1769,New York Life Insurance Company,Tennessee,63272,0.0,0.0,0.0,0.0,0.0,,,,No,0.0,-75773.0,0.0,0.0,0.0
1770,Illinois Mutual Life Insurance Company,Illinois,63283,,,,,,,,,No,,,,,
