,HIOS_ID,COMPANY_NAME,STATE,IND_MEMBER_MONTHS,SG_MEMBER_MONTHS,REINSURANCE,IND_RISK_ADJ,SG_RISK_ADJ
1816,84600,Aetna Life Insurance Company,Kansas,2813,6579,0,0,745826.48
1817,65598,"Coventry Health Care of Kansas, Inc.",Kansas,165451,80281,6202536.18,-1458451.0999999999,-413025.7899999999
1818,50274,"UnitedHealthcare of the Midwest, Inc.",Kansas,0,0,0,0,0
1819,72279,National Foundation Life Insurance Company,Kentucky,36,,0,0,
1820,50889,United American Insurance Co,Kentucky,,,,,
1821,91813,Liberty National Life Insurance Co,Kentucky,,,,,
1822,19503,Time Insurance Company,Kentucky,35805,6190,1691901,1187533,-16225
1823,93457,Unified Life Insurance Company,Kentucky,0,,0,0,
1824,33734,John Alden Life Insurance Company,Kentucky,916,474,0,0,39912
1825,59500,Globe Life and Accident Insurance Co,Kentucky,,,,,
1826,29358,American Income Life Insurance Co,Kentucky,,,,,
1827,81220,New Era Life Insurance Company,Kentucky,12,,,,
1828,69367,Mid-West National Life Insurance Company of Tennessee,Kentucky,0,12,0,0,0
1829,47890,Companion Life Insurance Company,Kentucky,84,27,,,
1830,61160,American Republic Insurance Company,Kentucky,,,,,
1831,90978,TransAmerica Premier Life Insurance,Kentucky,,,,,
1832,56552,Transamerica Life Insurance Company,Kentucky,,,,,
1833,72001,"WELLCARE HEALTH PLANS OF KENTUCKY, INC",Kentucky,486,,11974.7,-53971.89,
1834,21100,Philadelphia American Life Insurance Company,Kentucky,,,,,
1835,23671,"UnitedHealthcare of Kentucky, Ltd",Kentucky,216,65556,0,147450.72,-479230.3
1836,77029,All Savers Insurance Company,Kentucky,0,4,0,0,-49.32
1837,77029,All Savers Insurance Company,Kentucky,0,4,0,0,-49.32
1838,40652,Wilton Reassurance Company,Kentucky,43,,,,
1839,63552,Reliance Standard Life Insurance Company,Kentucky,,,,,
1840,47949,Golden Rule Insurance Company,Kentucky,13076,0,305224.98,-1451612.01,0
1841,19306,The United States Life Ins. Co. in the City of New York,Kentucky,2622,,,,
1842,97530,The Guardian Life Insurance Company of America,Kentucky,24,,,,
1843,51604,United Teachers Associates,Kentucky,12,,,,
1844,21495,New York Life Insurance Company,Kentucky,0,0,0,0,0
1845,19503,Time Insurance Company,Kentucky,35805,6190,1691901,1187533,-16225
1846,33734,John Alden Life Insurance Company,Kentucky,916,474,0,0,39912
1847,62573,Union Security Insurance Company,Kentucky,0,0,0,0,0
1848,65550,State Farm Mutual Automobile Insurance Company,Kentucky,24,0,0,0,0
1849,54437,American Heritage Life Insurance Company,Kentucky,,,,,
1850,61923,Nippon Life Insurance Company of America,Kentucky,,0,,,0
1851,73850,Shelter Life Insurance Company,Kentucky,60,0,0,0,0
1852,82430,American General Life Insurance Company,Kentucky,696,,,,
1853,92840,Reserve National Insurance Company,Kentucky,,,,,
1854,92840,Reserve National Insurance Company,Kentucky,,,,,
1855,28773,UnitedHealthcare Insurance Company,Kentucky,319,2670,0,0,-121359.44
1856,28773,UnitedHealthcare Insurance Company,Kentucky,319,2670,0,0,-121359.44
1857,62049,AMERICAN FIDELITY ASSURANCE COMPANY,Kentucky,,,,,
1858,53841,New Era Life Insurance Company of the MidWest,Kentucky,,,,,
1859,60525,Standard Life and Accident Insurance Company,Kentucky,15,,,,
1860,53377,The Prudential Insurance Company of America,Kentucky,,,,,
1861,34822,Aetna Health Inc. (a Pennsylvania corporation),Kentucky,0,0,0,0,0
1862,95903,Thrivent Financial for Lutherans,Kentucky,,,,,
1863,61191,Central United Life Insurance Company,Kentucky,,,,,
1864,70738,American States Insurance Company,Kentucky,,,,,
1865,34822,Aetna Health Inc. (a Pennsylvania corporation),Kentucky,0,0,0,0,0
1866,39127,Aetna Life Insurance Company,Kentucky,36,0,0,0,0
1867,39127,Aetna Life Insurance Company,Kentucky,36,0,0,0,0
1868,92164,Celtic Insurance Company,Kentucky,0,,0,0,
1869,25991,Union Fidelity Life Insurance Company,Kentucky,,,,,
1870,45920,"UnitedHealthcare of Ohio, Inc",Kentucky,314,23206,0,0,-293318.64
1871,,LifeWise Health Plan of Oregon,Grand Total,491563,112496,17006994,-19940059,-1675211
1872,,LifeWise Health Plan of Oregon,Grand Total,491563,112496,17006994,-19940059,-1675211
1873,85804,LifeWise Health Plan of Oregon,Oregon,491563,112496,17006994,-19940059,-1675211
1874,85804,LifeWise Health Plan of Oregon,Oregon,491563,112496,17006994,-19940059,-1675211
1875,77883,National Foundation Life Insurance Company,Louisiana,36,,0,0,
1876,22381,Coventry Health & Life Insurance Company,Louisiana,0,2099,0,0,-65433.61000000001
1877,35719,United American Insurance Co,Louisiana,,,,,
1878,67243,"Vantage Health Plan, Inc.",Louisiana,84352,15385,2856815,-261975,-33097
1879,15197,Hartford Life & Accident Insurance Company,Louisiana,12,,0,0,
1880,19913,Freedom Life Insurance Company of America,Louisiana,322,,214977.04,228822.19,
1881,59512,Liberty National Life Insurance Co,Louisiana,,,,,
1882,31434,Time Insurance Company,Louisiana,20764,2758,1117513,-317760,-14565
1883,44949,Unified Life Insurance Company,Louisiana,0,,0,0,
1884,22381,Coventry Health & Life Insurance Company,Louisiana,0,2099,0,0,-65433.61000000001
1885,89219,John Alden Life Insurance Company,Louisiana,226,739,0,0,-30630
1886,82236,Globe Life and Accident Insurance Co,Louisiana,,,,,
1887,28074,American Income Life Insurance Co,Louisiana,,,,,
1888,94659,New Era Life Insurance Company,Louisiana,193,,,,
1889,22457,Mid-West National Life Insurance Company of Tennessee,Louisiana,1939,0,0,0,0
1890,48375,Hartford Life and Annuity Insurance Company,Louisiana,,,,,
1891,72134,TransAmerica Premier Life Insurance,Louisiana,,,,,
1892,85570,Enterprise Life Insurance Company,Louisiana,1149,,0,0,
1893,44702,The Chesapeake Life Insurance Company,Louisiana,110,0,0,0,0
1894,67368,Transamerica Life Insurance Company,Louisiana,,,,,
1895,66593,United Healthcare Life Insurance Company,Louisiana,15331,0,225754.6,183391.29,0
1896,11586,Philadelphia American Life Insurance Company,Louisiana,,,,,
1897,38499,"UnitedHealthcare of Louisiana, Inc.",Louisiana,348378,11302,12762103.4,-16112496.42,-139379.33
1898,93653,All Savers Insurance Company,Louisiana,0,177,0,0,-20620.65
1899,93653,All Savers Insurance Company,Louisiana,0,177,0,0,-20620.65
1900,66593,United Healthcare Life Insurance Company,Louisiana,15331,0,225754.6,198496.43,0
1901,97096,Wilton Reassurance Company,Louisiana,1123,,,,
1902,59176,Golden Rule Insurance Company,Louisiana,31245,0,0,0,0
1903,89920,The United States Life Ins. Co. in the City of New York,Louisiana,5461,,,,
1904,87390,The Guardian Life Insurance Company of America,Louisiana,240,,,,
1905,77341,New York Life Insurance Company,Louisiana,72,0,0,0,0
1906,75321,Companion Life Insurance Company,Louisiana,162,399,,,
1907,27777,United Teachers Associates,Louisiana,96,,,,
1908,31434,Time Insurance Company,Louisiana,20764,2758,1117513,-317760,-14565
1909,46737,"Madison National Life Insurance Company, Inc.",Louisiana,,,,,
1910,89219,John Alden Life Insurance Company,Louisiana,226,739,0,0,-30630
1911,21857,Union Security Insurance Company,Louisiana,0,0,0,0,0
1912,60737,Standard Security Life Insurance Company of New York,Louisiana,,,,,
1913,50536,State Farm Mutual Automobile Insurance Company,Louisiana,526,0,0,0,0
1914,38056,Shelter Life Insurance Company,Louisiana,84,0,0,0,0
1915,81874,American Heritage Life Insurance Company,Louisiana,,,,,
1916,21566,American General Life Insurance Company,Louisiana,492,,,,
1917,17940,Reliance Standard Life Insurance Company,Louisiana,,,,,
1918,97218,Reserve National Insurance Company,Louisiana,,,,,
1919,97218,Reserve National Insurance Company,Louisiana,,,,,
1920,69842,UnitedHealthcare Insurance Company,Louisiana,7895,204666,0,-1511.71,-300152.45
1921,69842,UnitedHealthcare Insurance Company,Louisiana,7895,204666,0,-1511.71,-300152.45
1922,71822,AMERICAN FIDELITY ASSURANCE COMPANY,Louisiana,,,,,
1923,34197,American National Life Insurance Company of Texas,Louisiana,930,,,,
1924,71790,American National Insurance Company,Louisiana,60,,,,
1925,40145,Standard Life and Accident Insurance Company,Louisiana,36,,,,
1926,84391,The Prudential Insurance Company of America,Louisiana,,,,,
1927,30261,Trustmark Insurance Company,Louisiana,,,,,
1928,81941,Aetna Health Inc. (a LA corp.),Louisiana,78262,53216,1300634.56,-9447131.61,-727200.19
1929,71263,Southwest Life & Health Insurance Co.,Louisiana,,,,,
1930,57422,Central United Life Insurance Company,Louisiana,,,,,
1931,14030,Aetna Life Insurance Company,Louisiana,778,15659,0,0,20006.699999999997
1932,14030,Aetna Life Insurance Company,Louisiana,778,15659,0,0,20006.699999999997
1933,95186,Celtic Insurance Company,Louisiana,0,,0,0,
1934,13506,Union Fidelity Life Insurance Company,Louisiana,,,,,
1935,67529,John Alden Life Insurance Company,Maine,0,0,0,0,0
1936,16740,Globe Life and Accident Insurance Co,Maine,,,,,
1937,13155,American Income Life Insurance Co,Maine,,,,,
1938,52851,Mid-West National Life Insurance Company of Tennessee,Maine,4523,0,0,0,0
1939,22484,American Republic Insurance Company,Maine,,,,,
1940,68468,TransAmerica Premier Life Insurance,Maine,,,,,
1941,38289,First Allmerica Financial Life Ins. Co,Maine,12,,,,
1942,78087,Transamerica Life Insurance Company,Maine,,,,,
1943,20630,Philadelphia American Life Insurance Company,Maine,,,,,
1944,38424,Wilton Reassurance Company,Maine,8,,,,
1945,78496,Companion Life Insurance Company,Maine,,,,,
1946,73062,Golden Rule Insurance Company,Maine,0,0,0,0,0
1947,87756,The United States Life Ins. Co. in the City of New York,Maine,2154,,,,
1948,69227,The Guardian Life Insurance Company of America,Maine,2,,,,
1949,28819,United Teachers Associates,Maine,0,,,,
1950,28986,New York Life Insurance Company,Maine,0,0,0,0,0
1951,62133,Union Labor Life Insurance Company,Maine,,,,,
1952,42796,Time Insurance Company,Maine,0,0,0,0,0
1953,67529,John Alden Life Insurance Company,Maine,0,0,0,0,0
1954,54870,Union Security Insurance Company,Maine,0,0,0,0,0
1955,17564,State Farm Mutual Automobile Insurance Company,Maine,121,0,0,0,0
1956,73250,Aetna Health Inc. (a Maine corporation),Maine,2633,6988,80904.44,-207447.42,-169162.21000000002
1957,23419,Washington National Insurance Company,Maine,,,,,
1958,55862,Reserve National Insurance Company,Maine,,,,,
1959,55862,Reserve National Insurance Company,Maine,,,,,
1960,90214,UnitedHealthcare Insurance Company,Maine,36,711,0,0,-12202.47
1961,90214,UnitedHealthcare Insurance Company,Maine,36,711,0,0,-12202.47
1962,60757,American Heritage Life Insurance Company,Maine,,,,,
1963,90644,The Prudential Insurance Company of America,Maine,,,,,
1964,53357,Aetna Life Insurance Company,Maine,342,164744,0,0,1790597.54
1965,53357,Aetna Life Insurance Company,Maine,342,164744,0,0,1790597.54
1966,86305,Celtic Insurance Company,Maine,0,,0,0,
1967,32539,United American Insurance Co,Maine,,,,,
1968,42796,Time Insurance Company,Maine,0,0,0,0,0
1969,26898,Central United Life Insurance Company,Maine,,,,,
1970,40777,Celtic Insurance Company,Maryland,0,,0,0,
1971,14468,"Coventry Health Care of Delaware, Inc.",Maryland,568,104262,0,0,-6945127.9
1972,54059,National Foundation Life Insurance Company,Maryland,68,,0,0,
1973,68541,Coventry Health & Life Insurance Company,Maryland,1657,98885,0,0,-1649007.4900000002
1974,48329,United American Insurance Co,Maryland,,,,,
1975,23620,UnitedHealthcare Insurance Company,Maryland,2914,162340,0,-25025.2,1860066.27
1976,23620,UnitedHealthcare Insurance Company,Maryland,2914,162340,0,-25025.2,1860066.27
1977,97181,Liberty National Life Insurance Co,Maryland,,,,,
1978,49225,Time Insurance Company,Maryland,11215,0,0,0,0
1979,61971,Unified Life Insurance Company,Maryland,60,,0,0,
1980,70767,Aetna Life Insurance Company,Maryland,7335,78583,0,0,-2554392.85
1981,48033,John Alden Life Insurance Company,Maryland,366,0,0,0,0
1982,38755,Globe Life and Accident Insurance Co,Maryland,,,,,
1983,45946,American Income Life Insurance Co,Maryland,,,,,
1984,90729,New Era Life Insurance Company,Maryland,,,,,
1985,24515,Mid-West National Life Insurance Company of Tennessee,Maryland,5728,0,0,0,0
1986,54132,American Republic Insurance Company,Maryland,,,,,
1987,70263,TransAmerica Premier Life Insurance,Maryland,,,,,
1988,14115,Transamerica Life Insurance Company,Maryland,,,,,
1989,72375,Optimum Choice Inc.,Maryland,1479,97235,0,-40522.7,-24185.33
1990,36677,All Savers Insurance Company,Maryland,6662,0,495936.42,596980.74,0
1991,66516,Aetna Health Inc. (a Pennsylvania corporation),Maryland,319,35749,0,0,-655553.9199999999
1992,36677,All Savers Insurance Company,Maryland,6662,0,495936.42,596980.74,0
1993,57872,Philadelphia American Life Insurance Company,Maryland,,,,,
1994,41308,United Healthcare Life Insurance Company,Maryland,0,0,0,0,0
1995,41308,United Healthcare Life Insurance Company,Maryland,0,0,0,0,0
1996,65635,MAMSI Life and Health Insurance Company,Maryland,1665,118325,0,70333.66,-352750.46
1997,13817,Wilton Reassurance Company,Maryland,59,,,,
1998,92113,Golden Rule Insurance Company,Maryland,61911,0,0,0,0
1999,59639,The United States Life Ins. Co. in the City of New York,Maryland,13801,,,,
2000,85008,The Guardian Life Insurance Company of America,Maryland,139,,,,
2001,68541,Coventry Health & Life Insurance Company,Maryland,1657,98885,0,0,-1649007.4900000002
2002,44939,New York Life Insurance Company,Maryland,0,0,0,0,0
2003,88459,United Teachers Associates,Maryland,136,,,,
2004,74790,"MD-Individual Practice Association, Inc",Maryland,0,0,0,0,0
2005,49225,Time Insurance Company,Maryland,11215,0,0,0,0
2006,48033,John Alden Life Insurance Company,Maryland,366,0,0,0,0
2007,28573,State Farm Mutual Automobile Insurance Company,Maryland,415,0,0,0,0
2008,17886,American General Life Insurance Company,Maryland,0,,,,
2009,99444,Reserve National Insurance Company,Maryland,,,,,
2010,99444,Reserve National Insurance Company,Maryland,,,,,
2011,41483,American Heritage Life Insurance Company,Maryland,,,,,
2012,11012,Central United Life Insurance Company,Maryland,,,,,
2013,93338,AMERICAN FIDELITY ASSURANCE COMPANY,Maryland,,,,,
2014,27555,Kaiser Permanente Insurance Company,Maryland,,,,,
2015,10029,American National Life Insurance Company of Texas,Maryland,75,,,,
2016,71969,American National Insurance Company,Maryland,0,,,,
2017,27880,Mutual of Omaha Insurance Company,Maryland,,,,,
2018,97469,The Prudential Insurance Company of America,Maryland,,,,,
2019,13124,Thrivent Financial for Lutherans,Maryland,,,,,
2020,52754,Trustmark Insurance Company,Maryland,,,,,
2021,18473,Companion Life Insurance Company,Maryland,15,,,,
2022,17684,Reliance Standard Life Insurance Company,Maryland,,,,,
2023,66516,Aetna Health Inc. (a Pennsylvania corporation),Maryland,319,35749,0,0,-655553.9199999999
2024,70767,Aetna Life Insurance Company,Maryland,7335,78583,0,0,-2554392.85
2025,33027,Union Fidelity Life Insurance Company,Maryland,,,,,
2026,28137,"CareFirst BlueChoice, Inc.",Maryland,1994245,1797148,59853999.66,-16434375.81,6517476.14
2027,38917,Aetna Health Inc. (a Pennsylvania corporation),Massachusetts,0,25,0,0,0
2028,84871,Aetna Life Insurance Company,Massachusetts,21,0,0,0,0
2029,84871,Aetna Life Insurance Company,Massachusetts,21,0,0,0,0
2030,74932,Celtic Insurance Company,Massachusetts,0,,0,0,
2031,53258,National Foundation Life Insurance Company,Massachusetts,24,,0,0,
2032,65006,UNICARE Life & Health Insurance Company,Massachusetts,0,0,0,0,0
2033,88950,ConnectiCare of Massachusetts,Massachusetts,,16520,,,-149032.86
2034,88299,United American Insurance Co,Massachusetts,,,,,
2035,27780,Hartford Life & Accident Insurance Company,Massachusetts,12,,0,0,
2036,88726,Liberty National Life Insurance Co,Massachusetts,,,,,
2037,31234,CeltiCare Health Plan of MA,Massachusetts,15810,,87641.07,-2292498.53,
2038,31779,UnitedHealthcare Insurance Company,Massachusetts,5476,40095,201831.79,-22322.05,-949799.09
2039,31779,UnitedHealthcare Insurance Company,Massachusetts,5476,40095,201831.79,-22322.05,-949799.09
2040,77914,Time Insurance Company,Massachusetts,0,0,0,0,0
2041,13200,Unified Life Insurance Company,Massachusetts,24,,0,0,
2042,63046,John Alden Life Insurance Company,Massachusetts,0,0,0,0,0
2043,58790,Globe Life and Accident Insurance Co,Massachusetts,,,,,
2044,37072,American Income Life Insurance Co,Massachusetts,,,,,
2045,25532,Mid-West National Life Insurance Company of Tennessee,Massachusetts,7,48,0,0,0
2046,36991,American Republic Insurance Company,Massachusetts,,,,,
2047,34250,TransAmerica Premier Life Insurance,Massachusetts,,,,,
2048,31234,CeltiCare Health Plan of MA,Massachusetts,15810,,87641.07,-2292498.53,
2049,27059,American Progressive Life & Health Insurance Company of New York,Massachusetts,12,,,,
2050,74754,Transamerica Life Insurance Company,Massachusetts,,,,,
2051,31234,CeltiCare Health Plan of MA,Massachusetts,15810,,87641.07,-2292498.53,
2052,52125,Philadelphia American Life Insurance Company,Massachusetts,,,,,
2053,21912,Wilton Reassurance Company,Massachusetts,19,,,,
2054,19101,Golden Rule Insurance Company,Massachusetts,48,0,0,0,0
2055,57633,New York Life Insurance Company,Massachusetts,12,0,0,0,0
2056,51259,The United States Life Ins. Co. in the City of New York,Massachusetts,13178,,,,
2057,92866,The Guardian Life Insurance Company of America,Massachusetts,84,,,,
2058,30210,UnitedHealthcare of New England Inc.,Massachusetts,12,0,0,0,0
2059,22251,United Teachers Associates,Massachusetts,12,,,,
2060,52694,Union Labor Life Insurance Company,Massachusetts,,,,,
2061,77914,Time Insurance Company,Massachusetts,0,0,0,0,0
2062,63046,John Alden Life Insurance Company,Massachusetts,0,0,0,0,0
2063,79454,Union Security Insurance Company,Massachusetts,0,0,0,0,0
2064,60767,Washington National Insurance Company,Massachusetts,,,,,
2065,93748,American Heritage Life Insurance Company,Massachusetts,,,,,
2066,56122,AMERICAN FIDELITY ASSURANCE COMPANY,Massachusetts,,,,,
2067,72108,American National Life Insurance Company of Texas,Massachusetts,268,,,,
2068,31204,Mutual of Omaha Insurance Company,Massachusetts,,,,,
2069,52710,Fallon Health and Life Assurance Co.,Massachusetts,200,27677,12681.85,17475.49,1727470.75
2070,23775,The Prudential Insurance Company of America,Massachusetts,,,,,
2071,14717,Trustmark Insurance Company,Massachusetts,,,,,
2072,15218,Central United Life Insurance Company,Massachusetts,,,,,
2073,98489,Companion Life Insurance Company,Massachusetts,9,,,,
2074,42179,Reliance Standard Life Insurance Company,Massachusetts,,,,,
2075,38917,Aetna Health Inc. (a Pennsylvania corporation),Massachusetts,0,25,0,0,0
2076,81915,Union Fidelity Life Insurance Company,Massachusetts,,,,,
2077,34620,"Harbor Health Plan, Inc.",Michigan,41,,0,404,
2078,46016,Reliance Standard Life Insurance Company,Michigan,,,,,
2079,59140,Nippon Life Insurance Company of America,Michigan,,344,,,-45156.26
2080,35443,Celtic Insurance Company,Michigan,0,,0,0,
2081,81068,Aetna Life Insurance Company,Michigan,29548,5359,613289.43,-1395523.23,0
2082,81068,Aetna Life Insurance Company,Michigan,29548,5359,613289.43,-1395523.23,0
2083,87318,National Foundation Life Insurance Company,Michigan,60,,0,0,
2084,86913,United American Insurance Co,Michigan,,,,,
2085,27445,LIBERTY UNION LIFE ASSURANCE COMPANY,Michigan,,,,,
2086,30601,Hartford Life & Accident Insurance Company,Michigan,12,,0,0,
2087,40206,"GMS Reinsurance Company, LTD",Michigan,,64367,,,
2088,78302,Freedom Life Insurance Company of America,Michigan,342,,0,0,
2089,20662,PHP Insurance Company,Michigan,,28751,,,-40531.33
2090,94777,Liberty National Life Insurance Co,Michigan,,,,,
2091,58996,US Health and Life Insurance Company,Michigan,,110256,,,
2092,89029,Time Insurance Company,Michigan,105644,49242,2391736,1283796,-129272
2093,45002,United Healthcare Life Insurance Company,Michigan,46145,425,1368996.71,337227.36,-62155.35
2094,16485,Unified Life Insurance Company,Michigan,0,,0,0,
2095,79970,John Alden Life Insurance Company,Michigan,7574,19937,0,0,-25243
2096,69315,Globe Life and Accident Insurance Co,Michigan,,,,,
2097,95233,Paramount Insurance Company,Michigan,,6850,,,125190
2098,92466,American Income Life Insurance Co,Michigan,,,,,
2099,23592,Paramount Care of Michigan,Michigan,,666,,,-93353.98
2100,55288,New Era Life Insurance Company,Michigan,,,,,
2101,82649,Federated Mutual Insurance Company,Michigan,0,154861,0,0,-4753200.26
2102,82649,Federated Mutual Insurance Company,Michigan,0,154861,0,0,-4753200.26
2103,80331,Mid-West National Life Insurance Company of Tennessee,Michigan,1946,0,0,0,0
2104,59830,HealthPlus Insurance Company,Michigan,306867,26843,9023847,-4117248,427409
2105,40047,"Molina Healthcare of Michigan, Inc.",Michigan,14956,,108388.03,-489545.74,
2106,17594,TransAmerica Premier Life Insurance,Michigan,,,,,
2107,99467,The Chesapeake Life Insurance Company,Michigan,76,0,0,0,0
2108,94284,Philadelphia American Life Insurance Company,Michigan,,,,,
2109,45002,United Healthcare Life Insurance Company,Michigan,46145,425,1368996.71,358625.01,-62155.35
2110,52670,All Savers Insurance Company,Michigan,0,13368,0,0,-116036.56
2111,52670,All Savers Insurance Company,Michigan,0,13368,0,0,-116036.56
2112,37707,Wilton Reassurance Company,Michigan,35,,,,
2113,74304,Golden Rule Insurance Company,Michigan,429998,0,0,0,0
2114,26707,New York Life Insurance Company,Michigan,12,0,0,0,0
2115,48183,The United States Life Ins. Co. in the City of New York,Michigan,9945,,,,
2116,81907,Medical Mutual of Ohio,Michigan,0,0,,,
2117,22213,United Teachers Associates,Michigan,12,,,,
2118,96861,Union Labor Life Insurance Company,Michigan,,,,,
2119,89029,Time Insurance Company,Michigan,105644,49242,2391736,1364107,-129272
2120,79970,John Alden Life Insurance Company,Michigan,7574,19937,0,0,-25243
2121,80639,Union Security Insurance Company,Michigan,0,0,0,0,0
2122,57141,Standard Security Life Insurance Company of New York,Michigan,,1708,,,
2123,15299,State Farm Mutual Automobile Insurance Company,Michigan,757,0,0,0,0
2124,52936,American Heritage Life Insurance Company,Michigan,,,,,
2125,36622,Grand Valley Health Plan,Michigan,102,2832,,,
2126,84398,American General Life Insurance Company,Michigan,0,,,,
2127,83509,Reserve National Insurance Company,Michigan,,,,,
2128,83509,Reserve National Insurance Company,Michigan,,,,,
2129,63631,UnitedHealthcare Insurance Company,Michigan,2949,409266,0,-45546.65,-1108766.27
2130,63631,UnitedHealthcare Insurance Company,Michigan,2949,409266,0,-45546.65,-1108766.27
2131,85500,AMERICAN FIDELITY ASSURANCE COMPANY,Michigan,,,,,
2132,72888,4 Ever Life Insurance Company,Michigan,0,,,,
2133,59830,HealthPlus Insurance Company,Michigan,306867,26843,9023847,-4117248,469960
2134,84206,American National Life Insurance Company of Texas,Michigan,899,,,,
2135,69094,Mutual of Omaha Insurance Company,Michigan,,,,,
2136,14156,Standard Life and Accident Insurance Company,Michigan,500,,,,
2137,63105,The Prudential Insurance Company of America,Michigan,,,,,
2138,92735,Thrivent Financial for Lutherans,Michigan,,,,,
2139,75225,Trustmark Insurance Company,Michigan,,,,,
2140,48104,Central United Life Insurance Company,Michigan,,,,,
2141,26380,Companion Life Insurance Company,Michigan,114,274,,,
2142,79307,Associated Mutual Insurance,Michigan,,,,,
2143,50140,Union Fidelity Life Insurance Company,Michigan,,,,,
2144,71667,"UnitedHealthcare Community Plan, Inc.",Michigan,55506,0,749704.59,-3038785.1,0
2145,90602,National Health Insurance Company,Michigan,,180,,,4310
2146,74917,McLaren Health Plan Community,Michigan,0,0,0,0,0
2147,67450,Aetna Life Insurance Company,Minnesota,42,0,0,0,0
2148,67450,Aetna Life Insurance Company,Minnesota,42,0,0,0,0
2149,69406,Celtic Insurance Company,Minnesota,84,,0,0,
2150,85654,HealthPartners Insurance Company,Minnesota,507606,194406,9283000,-29118000,-3346000
2151,22718,National Foundation Life Insurance Company,Minnesota,48,,0,0,
2152,12627,United American Insurance Co,Minnesota,,,,,
2153,27439,Time Insurance Company,Minnesota,87919,538,3317916,1018837,-74883
2154,78641,Unified Life Insurance Company,Minnesota,12,,0,0,
2155,56971,John Alden Life Insurance Company,Minnesota,4840,204,3607,-93358,-43186
2156,73305,Globe Life and Accident Insurance Co,Minnesota,,,,,
2157,50514,American Income Life Insurance Co,Minnesota,,,,,
2158,60769,Federated Mutual Insurance Company,Minnesota,261,68440,0,0,-4702535.67
2159,60769,Federated Mutual Insurance Company,Minnesota,261,68440,0,0,-4702535.67
2160,82443,American Republic Insurance Company,Minnesota,,,,,
2161,91530,TransAmerica Premier Life Insurance,Minnesota,,,,,
2162,51526,First Allmerica Financial Life Ins. Co,Minnesota,12,,,,
2163,85192,Transamerica Life Insurance Company,Minnesota,,,,,
2164,56473,Philadelphia American Life Insurance Company,Minnesota,,,,,
2165,55459,Union Fidelity Life Insurance Company,Minnesota,,,,,
2166,53516,Investors Life Insurance Company of North America,Minnesota,,,,,
2167,29772,Wilton Reassurance Company,Minnesota,36,,,,
2168,34604,Golden Rule Insurance Company,Minnesota,0,0,0,0,0
2169,93583,The United States Life Ins. Co. in the City of New York,Minnesota,3650,,,,
2170,16596,The Guardian Life Insurance Company of America,Minnesota,209,,,,
2171,41464,United Teachers Associates,Minnesota,195,,,,
2172,45514,New York Life Insurance Company,Minnesota,0,0,0,0,0
2173,56361,Union Labor Life Insurance Company,Minnesota,,,,,
2174,21891,State Farm Mutual Automobile Insurance Company,Minnesota,5082,0,0,0,0
2175,27439,Time Insurance Company,Minnesota,87919,538,3317916,1018837,-74883
2176,56971,John Alden Life Insurance Company,Minnesota,4840,204,3607,-93358,-43186
2177,25424,Union Security Insurance Company,Minnesota,12,0,0,0,0
2178,92747,Bankers Life and Casualty,Minnesota,,,,,
2179,25198,UnitedHealthcare Insurance Company,Minnesota,858,0,0,0,0
2180,25198,UnitedHealthcare Insurance Company,Minnesota,858,0,0,0,0
2181,84439,American Heritage Life Insurance Company,Minnesota,,,,,
2182,14327,American National Insurance Company,Minnesota,2,,,,
2183,13099,Mutual of Omaha Insurance Company,Minnesota,,,,,
2184,55413,The Prudential Insurance Company of America,Minnesota,,,,,
2185,17473,American Family Mutual Insurance Company,Minnesota,3131,,,,
2186,98516,Companion Life Insurance Company,Minnesota,3,,,,
2187,71135,Thrivent Financial for Lutherans,Minnesota,,,,,
2188,18102,Trustmark Insurance Company,Minnesota,,,,,
2189,28983,Central United Life Insurance Company,Minnesota,,,,,
2190,18696,American States Insurance Company,Minnesota,,,,,
2191,65408,Illinois Mutual Life Insurance Company,Minnesota,,,,,
2192,60190,Reliance Standard Life Insurance Company,Minnesota,,,,,
2193,31616,Medica Insurance Company,Minnesota,138388,192529,4412954,-5042829,9261068
2194,52346,Sanford Health Plan of Minnesota,Minnesota,,1000,,,-144150.88
2195,83808,Coventry Health & Life Insurance Company,Mississippi,2953,154,62579.369999999995,-199659.47,-154417.16
2196,11415,United American Insurance Co,Mississippi,,,,,
2197,96734,Freedom Life Insurance Company of America,Mississippi,21,,0,-289.05,
2198,41707,Liberty National Life Insurance Co,Mississippi,,,,,
2199,45521,Time Insurance Company,Mississippi,28059,512,1556831,-67176,-113966
2200,95541,Unified Life Insurance Company,Mississippi,0,,0,0,
2201,49900,John Alden Life Insurance Company,Mississippi,679,864,0,0,-57304
2202,11721,"BLUE CROSS & BLUE SHIELD OF MISSISSIPPI, A MUTUAL INSURANCE COMPANY",Mississippi,793293,816408,8230686,2213376,27685
2203,44416,Globe Life and Accident Insurance Co,Mississippi,,,,,
2204,52981,American Income Life Insurance Co,Mississippi,,,,,
2205,83808,Coventry Health & Life Insurance Company,Mississippi,2953,154,62579.369999999995,-199659.47,-154417.16
2206,38420,Federated Mutual Insurance Company,Mississippi,0,5018,0,0,-75474.34
2207,38420,Federated Mutual Insurance Company,Mississippi,0,5018,0,0,-75474.34
2208,61479,New Era Life Insurance Company,Mississippi,1000,,,,
