,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)
588,82120,Humana Insurance Company,TN,"$6,589,586.31","$1,781,992.58","$307,106.48"
589,83463,Federated Mutual Insurance Company,TN,N/E,$-,"($967,358.16)"
590,93222,Humana Health Plan. Inc.,TN,N/E,$-,"($581,926.73)"
591,99248,Cigna Health and Life Insurance Company,TN,"$2,323,303.71","($24,919,104.44)",$-
592,19046,Federated Mutual Insurance Company,TX,N/E,$-,"($1,267,391.46)"
593,20069,Oscar Insurance Company of Texas,TX,"$5,631,247.02","($27,966,031.41)",$-
594,26539,"SHA, LLC",TX,"$5,445,263.34","$9,379,089.11","($1,417,544.26)"
595,27248,"Community Health Choice, Inc.",TX,"$9,655,687.10","($64,443,832.93)",$-
596,29418,Celtic Insurance Company,TX,"$3,672,358.87","($38,502,143.79)",$-
597,30609,Memorial Hermann Health Insurance Company,TX,"$1,800,624.38","($704,433.24)","($6,534,006.97)"
598,32673,"Humana Health Plan of Texas, Inc.",TX,"$14,209,617.01","$23,973,511.28","($10,567,282.01)"
599,33602,Blue Cross Blue Shield of Texas,TX,"$135,693,228.92","$59,463,978.57","$40,787,445.10"
600,37392,"Prominence HealthFirst of Texas, Inc.",TX,"$720,093.17","$598,698.13","($25,501.41)"
601,37755,Insurance Company of Scott & White,TX,"$21,420,802.07","$34,870,822.70","($564,083.43)"
602,40220,"UnitedHealthcare of Texas, Inc.",TX,N/E,$-,"($4,918,469.44)"
603,40788,Scott and White Health Plan,TX,"$3,121,959.08","$4,400,630.58","($14,473,480.33)"
604,41541,Memorial Hermann Health Plan,TX,"$394,936.55","($1,608,171.62)","($1,463,958.09)"
605,41549,Southwest Life and Health,TX,N/E,$-,"$371,800.01"
606,45125,Nippon Life Insurance Company of America,TX,N/E,$-,"$12,367.39"
607,45786,"Molina Healthcare of Texas, Inc.",TX,"$4,075,833.89","($125,970,565.26)",$-
608,46224,Community First Health Plans,TX,"$895,127.51","$2,895,968.79",$-
609,53799,Freedom Life Insurance Company of America,TX,"$230,293.45","$306,657.04",$-
610,55409,Cigna Health and Life Insurance Company,TX,"$11,089,728.05","$30,080,696.33",$-
611,58840,Aetna Health Inc.(a TX corp.),TX,N/E,$-,"($210,204.68)"
612,63141,Humana Insurance Company,TX,"$40,825,576.65","$75,959,121.33","($1,009,234.40)"
613,63509,Allegian Insurance Company,TX,"$3,690,911.19","$212,479.07","($244,378.85)"
614,66252,CHRISTUS Health Plan,TX,"$1,195,743.02","($3,411,685.14)",$-
615,70619,UnitedHealthcare Life Insurance Company,TX,"$11,720,137.04","$7,301,644.58",$-
616,71837,"Sendero Health Plans, Inc.",TX,"$1,208,911.99","($30,547,269.78)",$-
617,76589,"Cigna HealthCare of Texas, Inc.",TX,"$3,142,869.57","$5,195,337.43",$-
618,81795,USAble Mutual Insurance Company,TX,N/E,$-,"($329,726.42)"
619,85947,All Savers Insurance Company,TX,"$35,653,296.37","$36,327,886.59","($51,719.18)"
620,91716,Aetna Life Insurance Company,TX,"$22,268,041.61","$2,187,611.73","$7,021,712.97"
621,92224,National Health Insurance Company,TX,N/E,$-,"($44,578.74)"
622,98809,UnitedHealthcare Insurance Company,TX,N/E,$-,"($5,071,765.69)"
623,18167,"Molina Healthcare of Utah, Inc.",UT,"$4,248,954.73","($31,798,539.87)",$-
624,21400,National Foundation Life Insurance Company,UT,$0.00,"$2,785.91",$-
625,22013,Regence BlueCross BlueShield of Utah,UT,"$2,005,943.85","$2,957,250.22","$5,097,980.75"
626,29031,National Health Insurance Company,UT,N/E,$-,"($571,381.98)"
627,34541,BridgeSpan Health Company (UT),UT,"$84,736.66","$90,156.55",$-
628,38927,Altius Health Plans Inc.,UT,"$633,404.46","($2,076,263.76)","($1,421,968.44)"
629,42261,University of Utah Health Insurance Plans,UT,"$1,125,715.23","$11,236,007.43",$-
630,43129,UnitedHealthcare Life Insurance Company,UT,"$171,226.54","$316,788.43",$-
631,46958,Humana Insurance Company,UT,"$602,352.46","$1,967,946.16","($513,885.76)"
632,48588,Aetna Life Insurance Company,UT,N/E,$-,"($115,661.76)"
633,56764,"Humana Medical Plan of Utah, Inc.",UT,"$521,649.44","($5,105,680.26)",$-
634,66413,"UnitedHealthcare of Utah, Inc.",UT,N/E,$-,"($599,027.37)"
635,68781,SelectHealth,UT,"$32,012,506.70","$22,409,549.17","($995,925.57)"
636,80043,WMI Mutual Insurance Company,UT,N/E,$-,"$224,428.95"
637,97462,UnitedHealthcare Insurance Company,UT,N/E,$-,"($1,104,558.88)"
638,10207,CareFirst BlueChoice,VA,"$3,834,092.16","($2,023,576.08)","($4,478,166.05)"
639,12028,Innovation Health Insurance Company,VA,"$9,072,744.96","($39,102,743.29)","($3,471,411.72)"
640,13433,Federated Mutual Insurance Company,VA,N/E,$-,"$602,837.69"
641,15668,Piedmont Community Health Plan,VA,"$1,135,083.82","($213,248.62)","$522,159.06"
642,16064,Anthem Health Plans of VA(Anthem BCBS),VA,N/E,$-,"$27,940,259.33"
643,20507,Optima Health,VA,"$10,066,985.84","$48,470,286.14","$7,394,826.90"
644,24251,"Optimum Choice, Inc.",VA,N/E,$-,"($1,774,401.86)"
645,25978,UnitedHealthcare Insurance Company,VA,N/E,$-,"($11,826,669.96)"
646,37204,"Piedmont Community HealthCare HMO, Inc.",VA,"$956,194.70","($1,362.57)","($15,028.23)"
647,38234,Aetna Life Insurance Company,VA,"$3,368,946.19","$6,921,051.63","($5,705,192.92)"
648,38599,UnitedHealthcare of the Mid-Atlantic Inc,VA,"$2,221,844.66","($3,803,967.28)","($185,983.78)"
649,40308,Group Hospitalization and Medical Services,VA,"$4,801,170.38","$14,829,547.64","$8,480,490.49"
650,41892,Golden Rule Insurance Company,VA,"$20,405.87","$43,730.30",$-
651,50727,Humana Insurance Company,VA,"$686,239.96","($329,364.82)",$-
652,66663,UnitedHealthcare Life Insurance Company,VA,"$2,207,260.90","$4,297,345.90",$-
653,86443,"Innovation Health Plan, Inc.",VA,N/E,$-,"($6,490,772.52)"
654,88380,"HealthKeepers, Inc(Anthem BCBS)",VA,"$49,181,314.31","$22,279,438.04","$765,174.64"
655,89242,Optima Health,VA,$0.00,$-,"$1,834,465.38"
656,89498,"UnitedHealthcare Plan of the River Valley, Inc.",VA,N/E,$-,"$166,643.30"
657,93187,Aetna Health Inc. (a PA corp.),VA,N/E,$-,"($9,438,645.84)"
658,93848,Coventry Health and Life,VA,N/E,$-,"($100,748.72)"
659,95185,"Kaiser Foundation Health Plan of the MidAtlantic States, Inc.",VA,"$6,499,213.85","($48,146,445.67)","($3,171,646.65)"
660,99663,"Coventry Health Care of Virginia, Inc",VA,"$8,254,650.15","($3,220,691.27)","($1,048,188.41)"
661,18581,Community Health Plan of Washington,WA,"$181,597.37","$570,276.74",$-
662,18699,UnitedHealthcare Insurance Company,WA,N/E,$-,"($611,615.77)"
663,23371,Kaiser Foundation Health Plan of the Northwest,WA,"$1,194,007.04","($5,128,307.73)","$773,316.38"
664,25768,"Group Health Options, Inc.",WA,"$3,338,075.15","$2,005.97","($5,031,843.29)"
665,34673,Aetna Life Insurance Company,WA,N/E,$-,"($202,254.30)"
666,36026,"Health Net Plan of Oregon, Inc.",WA,N/E,$-,"($784,680.45)"
667,38229,Health Alliance Northwest Health Plan Inc.,WA,$0.00,"($17,276.58)",$-
668,38498,Lifewise Health Plan of Washington,WA,"$7,633,787.69","($11,353,357.47)",$-
669,43861,"UnitedHealthcare of Washington, Inc.",WA,"$1,629,247.66","$4,943,888.94","($654,964.49)"
670,49831,Premera Blue Cross,WA,"$32,382,313.37","$48,645,541.56","($3,250,387.15)"
671,53732,BridgeSpan Health Company (WA),WA,"$2,003,386.23","$5,119,648.78",$-
672,61836,Coordinated Care Corporation,WA,"$3,500,298.88","($29,664,686.35)",$-
673,65907,Moda Health Plan Inc,WA,N/E,$-,"($149,736.07)"
674,69364,Asuris Northwest Health,WA,"$673,612.99","($208,979.24)","$2,625,859.50"
675,71281,Regence BlueCross BlueShield Of Oregon(Clark County),WA,"$996,467.25","$1,808,456.10","$326,963.22"
676,80473,Group Health Cooperative,WA,"$9,278,483.81","($30,666,000.99)","($5,999,091.94)"
677,84481,"Molina Healthcare of Washington, Inc.",WA,"$2,469,062.93","($8,236,558.77)",$-
678,87718,Regence BlueShield,WA,"$15,120,899.16","$24,185,349.06","$12,958,434.18"
679,16245,Group Health Cooperative of Eau Claire,WI,N/E,$-,"($1,418,065.92)"
680,20173,HealthPartners Insurance Company,WI,N/E,$-,"($49,142.54)"
681,32754,Managed Health Services Insurance Corporation,WI,"$916,473.84","$3,858,801.53",$-
682,35334,MercyCare Insurance Co,WI,N/E,$-,"($164,416.24)"
683,37833,Unity Health Plans Insurance Corporation,WI,"$4,616,486.19","$12,470,418.63","$839,649.69"
684,38166,"Security Health Plan of Wisconsin, Inc.",WI,"$12,567,946.68","($8,972,947.64)","($1,845,484.62)"
685,38345,Dean Health Plan,WI,"$11,101,008.51","($20,166,088.59)","($1,180,317.53)"
686,38752,Aetna Life Insurance Company,WI,N/E,$-,"($2,305,487.20)"
687,39924,All Savers Insurance Company,WI,"$10,093,574.12","$37,956,637.00","($431,970.58)"
688,47342,Health Tradition Health Plan,WI,"$4,888,872.45","($12,163,004.94)","($2,172,128.98)"
689,52697,"Molina Healthcare of Wisconsin, Inc.",WI,"$14,529,909.42","($20,854,745.86)",$-
690,55103,Humana Wisconsin Health Org. Ins. Copr,WI,N/E,$-,"($408,112.82)"
691,57637,Medica Insurance Company,WI,N/E,$-,"($1,998,867.88)"
692,57845,Medica Health Plans of Wisconsin,WI,"$2,876,225.47","($4,884,013.82)",$-
693,58326,"MercyCare HMO, Inc.",WI,"$216,322.43","($14,819.28)","$405,777.06"
694,58564,Physicians Plus,WI,"$86,662.36","$66,070.22","$109,919.09"
695,59158,UnitedHealthcare Insurance Company,WI,N/E,$-,"$12,017,109.32"
696,64772,Medical Associates Health Plans,WI,N/E,$-,"($255,930.58)"
697,69424,Pekin Life Insurance Company,WI,N/E,$-,"($15,301.61)"
698,79475,Compcare Health Serv Ins Co(Anthem BCBS),WI,"$3,715,370.52","$2,548,765.78","$2,150,353.12"
699,80180,"UnitedHealthcare of Wisconsin, Inc.",WI,N/E,$-,"($307,479.88)"
700,81413,Network Health Plan,WI,"$1,548,847.30","$1,897,726.68","($3,546.19)"
701,81974,Wisconsin Physicians Svc Insurance Corp - WI,WI,"$2,664,058.34","$4,335,937.83","$3,586,360.55"
702,84670,"WPS Health Plan, Inc. - WI",WI,"$6,591,187.23","$1,171,732.92","($1,644,601.65)"
703,87416,Common Ground Healthcare Cooperative,WI,"$10,480,129.86","($1,715,699.95)","($1,961,917.58)"
704,89106,UnitedHealthcare Life Insurance Company,WI,"$1,593,125.58","($1,255,163.33)",$-
705,90028,BCBS of Wisconsin(Anthem BCBS),WI,N/E,$-,"$198,402.12"
706,91058,"Gundersen Health Plan, Inc.",WI,"$2,265,146.81","$1,397,440.88","($4,956,513.34)"
707,91604,Humana Insurance Company,WI,"$3,018,929.45","$3,575,498.87","$779,525.60"
708,92708,Federated Mutual Insurance Company,WI,N/E,$-,"($346,329.03)"
709,94529,Group Health Cooperative of South Central Wisconsin,WI,"$268,039.83","$747,453.25","$1,378,517.48"
710,14414,Federated Mutual Insurance Company,WV,N/E,$-,"$474,905.74"
711,31274,Highmark Blue Cross Blue Shield West Virginia,WV,"$18,730,898.51","$2,324,973.19","($1,377,750.65)"
712,44434,Aetna Health Inc. (a PA corp.),WV,"$84,736.66","($127,253.89)","$96,737.21"
713,50318,Aetna Life Insurance Company,WV,N/E,$-,"$916,317.90"
714,50328,CareSource West Virginia Co.,WV,"$357,970.72","($2,281,060.60)",$-
715,59772,THP Insurance Company,WV,N/E,$-,"$328,797.79"
716,72982,The Health Plan of the Upper Ohio Valley,WV,"$2,363.85","$83,341.33","$105,296.48"
717,77060,UnitedHealthcare Insurance Company,WV,N/E,$-,"($532,150.18)"
718,95628,"Optimum Choice, Inc.",WV,N/E,$-,"($12,154.26)"
719,11269,Blue Cross Blue Shield of Wyoming,WY,"$13,798,004.70","$8,489.31","($1,220,295.56)"
720,49290,Celtic Insurance Company,WY,$0.00,"($8,489.27)",$-
721,49714,UnitedHealthcare Insurance Company,WY,N/E,$-,"$1,358,091.43"
722,79022,Altius Health Plans Inc.,WY,N/E,$-,"($137,795.84)"
