,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE,RISK_TRANSFER_INDIVIDUAL,RISK_TRANSFER_SMALL_GROUP,Hash,MR_SUBMISSION_TEMPLATE_ID,MEMBER_MONTHS_INDIVIDUAL,MEMBER_MONTHS_SMALL_GROUP
545,41892,Golden Rule Insurance Company,VA,127898.13,263834.56,0.0,9074158.27,138673.0,124118.0,0.0
546,73893,John Alden Life Insurance Company,AZ,0.0,0.0,543121.99,9233073.83,,,
547,72208,John Alden Life Insurance Company,WY,0.0,0.0,599763.48,10195979.16,,,
548,62637,John Alden Life Insurance Company,AK,0.0,0.0,607207.25,10322523.25,,,
549,48069,United Healthcare Life Insurance Company,TN,199456.86,315512.89,0.0,11177097.61,145241.0,8862.0,0.0
550,55105,Time Insurance Company,ND,1948237.49,-162737.22,155951.59,11243985.639999999,,,
551,32754,Managed Health Services Insurance Corporation,WI,76495.14,346192.62,0.0,11267437.200000001,139385.0,1095.0,0.0
552,56682,Hawaii Medical Assurance Association,HI,0.0,0.0,662917.71,11269601.07,,,
553,67243,"Vantage Health Plan, Inc.",LA,2856815.12,-261974.85,-33096.77,11313840.399999999,,,
554,34484,"Health New England, Inc.",MA,1632421.84,0.0,0.0,11426952.88,,,
555,92708,Federated Mutual Insurance Company,WI,0.0,0.0,678006.47,11526109.99,,,
556,13262,"HMO Partners, Inc.",AR,0.0,0.0,681450.22,11584653.74,,,
557,41446,United Healthcare Life Insurance Company,KS,269104.27,325366.78,0.0,11970100.070000002,145227.0,19843.0,0.0
558,55103,Humana Wisconsin Health Org. Ins. Corp.,WI,0.0,0.0,707127.26,12021163.42,,,
559,84600,Aetna Life Insurance Company,KS,0.0,0.0,745826.49,12679050.33,,,
560,27330,Kaiser Permanente Insurance Company,CA,0.0,0.0,765550.26,13014354.42,,,
561,50727,Humana Insurance Company,VA,1722642.99,43710.21,0.0,13413517.44,145831.0,26924.0,0.0
562,82569,"Boston Medical Center Health Plan, Inc.",MA,1946437.11,0.0,0.0,13625059.770000001,,,
563,35992,Time Insurance Company,WV,431267.52,382756.67,-39194.65,14218020.36,,,
564,56610,"United Healthcare Plan of the River Valley, Inc.",IA,0.0,0.0,855194.75,14538310.75,,,
565,74980,"Avera Health Plans, Inc.",IA,273949.53,435753.94,-22573.51,15042269.180000002,,,
566,98809,United Healthcare Insurance Company,TX,0.0,0.0,896126.05,15234142.850000001,,,
567,54362,Cigna Health and Life Insurance Company,SC,262489.91,437792.66,0.0,15409001.829999998,,,
568,95878,HPHC Insurance Company Inc.,MA,2287652.25,0.0,0.0,16013565.75,,,
569,19968,Humana Insurance Company,KS,639117.85,129998.03,453059.45,16205774.530000001,145802.0,52893.0,210867.0
570,26322,Tufts Insurance Company,RI,0.0,0.0,965515.97,16413771.49,,,
571,67879,United Healthcare Insurance Company,CO,0.0,0.0,979323.74,16648503.58,,,
572,88806,"Fallon Community Health Plan, Inc.",MA,2395321.79,0.0,0.0,16767252.530000001,,,
573,53789,Keystone Health Plan Central,PA,1234236.0,298016.86,5269.47,17967755.65,,,
574,33609,Federated Mutual Insurance Company,SC,0.0,0.0,1063092.09,18072565.53,,,
575,75729,Geisinger Quality Options,PA,1545945.08,1142253.34,-1613339.93,18804690.290000003,145322.0,96868.0,280427.0
576,45002,United Healthcare Life Insurance Company,MI,1368996.71,358625.01,-62155.35,19643711.330000002,,,
577,40442,Freedom Life Insurance,FL,441201.84,544782.95,0.0,19976684.33,142148.0,10292.0,0.0
578,28137,"CareFirst Blue Choice, Inc.",MD,59853999.66,-16434375.57,6517475.95,20309446.099999994,,,
579,40411,Cigna Health and Life Insurance Company,NC,293202.8,596150.26,0.0,20533077.66,,,
580,98894,Coventry Health and Life,OH,30109.39,60728.8,1096038.61,20726014.900000002,145353.0,96.0,77599.0
581,44648,Regence Blue Shield of Idaho,ID,643504.35,1002953.94,-831183.51,21465982.919999994,,,
582,74222,United Healthcare Insurance Company,NV,0.0,0.0,1288122.46,21898081.82,,,
583,36677,All Savers Insurance Company,MD,495936.42,596980.74,0.0,21977957.880000003,145272.0,6662.0,0.0
584,68524,"Prominence Preferred Health Insurance Company, Inc.",NV,0.0,0.0,1300037.3,22100634.1,,,
585,66143,Federated Mutual Insurance Company,IL,0.0,0.0,1306490.38,22210336.459999997,,,
586,77150,"Health First Insurance, Inc.",FL,649423.12,700760.1,-210737.71,22686983.869999997,144232.0,18268.0,6960.0
587,57601,Anthem Health Plans of NH(Anthem BCBS),NH,0.0,0.0,1336166.23,22714825.91,,,
588,60597,Pacific Source Health Plans,ID,807059.42,600458.28,-80877.14,22888711.240000002,139883.0,34541.0,21577.0
589,31195,Sanford Health Plan,SD,1911821.64,201919.38,225580.45,23477119.909999996,,,
590,99389,"Community Care of Oregon, Inc.",OR,4779379.71,401324.32,-1315272.66,23537076.67,145095.0,101241.0,29172.0
591,96667,Harvard Pilgrim Health Care Inc.,ME,727788.64,1177105.98,-1027526.86,24116849.24,,,
592,89242,Optima Health Insurance Company,VA,0.0,-4260.56,1471462.99,24882793.47,,,
593,74189,United Healthcare Life Insurance Company,GA,960744.87,586323.62,0.0,24901246.31,145223.0,11225.0,0.0
594,41614,"Coventry Health Care of the Carolinas, Inc.",SC,16565300.38,-3234564.95,577520.93,25503445.02000001,145397.0,377602.0,70456.0
595,46224,"Community First Health Plans, Inc.",TX,598579.31,694470.34,0.0,25718635.71,,,
596,36346,BlueShield of Northeastern New York,NY,347518.31,420500.61,791105.07,28916933.27,,,
597,79509,Humana Insurance Company,CO,1441661.37,664060.25,-95294.25,29057495.09,,,
598,90169,United Healthcare Life Insurance Company,AZ,737557.05,784206.91,0.0,29473313.560000002,,,
599,15668,"Piedmont Community HealthCare, Inc.",VA,1360580.09,435467.3,403667.61,29885896.3,,,
600,56726,United Healthcare Insurance Company,OH,0.0,0.0,1775202.4,30178440.799999997,,,
601,53357,Aetna Life Insurance Company,ME,0.0,0.0,1790597.54,30440158.18,,,
602,41014,"Cigna HealthCare of New Jersey, Inc.",NJ,645267.63,817727.44,48511.09,30691112.58,,,
603,23620,United Healthcare Insurance Company,MD,0.0,0.0,1835041.07,31195698.19,,,
604,98704,United Healthcare Life Insurance Company,OK,1662154.12,637091.31,0.0,31384909.450000003,,,
605,53799,Freedom Life Insurance,TX,939206.06,808134.93,0.0,31626625.25,142166.0,6793.0,0.0
606,71616,"HPHC Insurance Company, Inc.",NH,0.0,0.0,1875267.3,31879544.1,,,
607,31616,Medica Insurance Company,MN,4412954.11,-5042829.16,9261067.53,32001122.819999993,,,
608,58326,"Mercy Care HMO, Inc.",WI,1039096.92,686857.72,224237.16,32378299.48,138361.0,10511.0,17819.0
609,59763,Tufts Health Public Plans Inc.,MA,4626815.93,0.0,0.0,32387711.509999998,,,
610,69443,United Healthcare Insurance Company,TN,0.0,0.0,1962995.16,33370917.72,,,
611,76680,HMO Colorado Inc.(Anthem BCBS),CO,9016342.55,29925.42,-1803127.62,33388916.33000001,,,
612,29241,Priority Health Insurance Company (PHIC),MI,4301459.15,37908.56,124208.68,33396926.970000003,,,
613,82120,Humana Insurance Company,TN,8497394.58,618404.6,-2645066.63,33686171.949999996,145827.0,296844.0,343106.0
614,98905,Community Care HMO Inc.,OK,918969.01,1755937.92,-1588829.22,33856761.849999994,,,
615,89846,MVP Health Services Corp.,NY,0.0,0.0,2025401.59,34431827.03,,,
616,71122,Time Insurance Company,KS,1368034.7,838285.82,-22779.35,35175854.37,,,
617,61724,United Healthcare Life Insurance Company,OH,2325801.78,2965356.57,-4212359.07,36596561.94,,,
618,32812,Cigna Health and Life Insurance Company,MD,690665.78,1034979.8,0.0,36919034.26,,,
619,60299,Time Insurance Company,TN,2194703.3,746097.06,0.0,38491931.96,,,
620,29125,Tufts Associated Health Maintenance Org,MA,5502579.47,0.0,0.0,38518056.29,,,
621,20895,Humana Insurance Company,NV,2036876.71,1431529.89,-1141023.21,39238168.989999995,145814.0,17260.0,31901.0
622,26539,"SHA, LLC DBA First Care Health Plans",TX,3004440.11,1137907.19,-926124.88,40562080.699999996,,,
623,57129,HMO Minnesota,MN,3271151.32,865806.78,-307685.44,44507416.94,,,
624,49650,United Healthcare Insurance Company,CT,1988516.54,1159270.36,-291961.23,44893656.03,,,
625,86542,Time Insurance Company,CT,2418852.61,905352.48,0.0,44997895.15,,,
626,95426,United Healthcare Insurance Company,MO,0.0,0.0,2802884.9,47649043.3,,,
627,19503,Time Insurance Company,KY,1691901.38,1187533.23,-16224.72,48381019.550000004,,,
628,63411,"Blue Cross and Blue Shield of Georgia, Inc.",GA,0.0,0.0,2848669.07,48427374.19,,,
629,66105,Humana Insurance Company,AZ,1777515.02,689053.89,900266.16,49107800.45,,,
630,93689,Western Health Advantage,CA,6086089.44,-1713529.97,3553914.02,49899735.35000001,,,
631,99248,Cigna Health and Life Insurance Company,TN,961571.48,1397613.95,0.0,50057032.809999995,,,
632,95677,United Healthcare Insurance Company,CA,0.0,0.0,3006738.38,51114552.46,,,
633,63312,Colorado Choice Health Plans,CO,4663399.18,1562462.46,-1750013.59,51329899.489999995,,,
634,11593,HPHC Insurance Company Inc.,ME,405268.31,208585.27,2498771.66,51782139.76,,,
635,24867,Time Insurance Company,MT,2892619.11,1231200.88,-309927.67,53146790.66,,,
636,55957,"First Priority Life Insurance Company, Inc.",PA,22703971.3,-3237217.38,-305360.64,53382929.43999999,,,
637,27439,Time Insurance Company,MN,3317915.54,1018837.12,-74883.14,53536346.12,,,
638,91604,Humana Insurance Company,WI,1894133.6,596881.13,1292326.01,53731792.400000006,145834.0,56804.0,290896.0
639,25768,"Group Health Options, Inc.",WA,5542562.19,84523.22,734961.44,53912499.63,141216.0,105901.0,52334.0
640,13953,Horizon HMO,NJ,0.0,-945.51,3193510.84,54260373.47,,,
641,42277,Time Insurance Company,WA,2761428.5,1137459.68,0.0,54591249.58,,,
642,87354,Cigna Health and Life Insurance Company,CT,949372.27,1551767.81,0.0,54750408.0,,,
643,64353,Molina Healthcare of Ohio,OH,878639.89,1592334.51,0.0,55512849.04000001,,,
644,84481,"Molina Healthcare of Washington, Inc.",WA,1183589.31,1537384.84,0.0,55944055.21,139910.0,50553.0,0.0
645,50305,Wellmark of South Dakota,SD,8861708.63,-1043395.44,1566498.82,56317181.71000001,,,
646,89029,Time Insurance Company,MI,2391735.93,1364106.91,-129271.65,56831847.67,,,
647,36046,Harvard Pilgrim Health Care Inc.,MA,8127994.41,0.0,0.0,56895960.870000005,,,
648,30751,Blue Cross and Blue Shield of Montana,MT,29261207.93,-4708322.25,-89903.73,57342102.349999994,145028.0,555866.0,374972.0
649,27357,"Health First Health Plans, Inc.",FL,3437519.88,814327.97,668492.53,60671179.24,144189.0,99351.0,86547.0
650,22013,Regence BlueCross BlueShield of Utah,UT,4737947.43,1629776.02,-1352263.41,60700210.66,,,
651,94529,Group Health Cooperative- SCW,WI,486164.46,1059019.73,1443408.15,60770701.4,144520.0,23018.0,120594.0
652,45404,United Healthcare Life Insurance Company,PA,1101471.44,1720000.53,0.0,61030316.51,145239.0,33447.0,0.0
653,95865,"Health Plan of Nevada, Inc.",NV,8218094.63,230274.9,-166538.16,61834035.589999996,145324.0,357716.0,201550.0
654,29941,Time Insurance Company,WY,1887433.38,1254913.51,646260.58,63100782.33,,,
655,97596,Humana Insurance Company,OH,2366363.09,1602746.25,-114966.92,64295237.739999995,145820.0,50883.0,6566.0
656,37001,Humana Insurance Company,GA,1389389.8,1622203.69,300433.17,65121406.88,145795.0,15247.0,10003.0
657,52664,"Summa Insurance Company, Inc.",OH,2386505.25,35681.99,2820322.62,65757162.980000004,,,
658,96383,"Freelancers Consumer Operated and Oriented Program of Oregon, Inc. DBA H l h R bli I C",OR,4597475.77,4811777.33,-6718133.3,67139161.51999998,,,
659,66966,Capital Health Plan,FL,0.0,0.0,3951692.24,67178768.08,,,
660,43839,United Healthcare Insurance Company,FL,0.0,0.0,4051544.19,68876251.23,,,
661,73102,United Healthcare Insurance Company,NE,0.0,0.0,4054594.92,68928113.64,,,
662,92476,United Healthcare Ins Co of Illinois,IL,0.0,0.0,4056740.92,68964595.64,,,
663,23371,Kaiser Foundation Healthplan of the NW,WA,2086420.29,1500350.01,465626.66,69031445.56,,,
664,13535,United Healthcare Insurance Company,GA,0.0,0.0,4137883.14,70344013.38,,,
665,67183,"Total Health Care USA, Inc.",MI,1533385.53,1882988.25,192637.06,72381164.48,,,
666,91450,"Health Net of Arizona, Inc.",AZ,12618510.62,1953496.4,-4432593.99,73533864.90999998,,,
667,14162,United Healthcare Life Insurance Company,MO,3674807.14,1543008.5,0.0,73556913.48,145232.0,100794.0,0.0
668,80208,Rocky Mountain Health Care Options,CO,0.0,0.0,4347588.59,73909006.03,,,
669,71281,Regence BlueCross BlueShield Of Oregon,WA,2904053.02,1286238.74,821632.25,74169520.33,,,
670,85732,United Healthcare Life Insurance Company,CT,1061181.93,2156886.02,0.0,74291740.13,145219.0,11893.0,0.0
671,66699,"Denver Health Medical Plan, Inc.",CO,90409.74,2379976.29,0.0,74412133.17,,,
672,74483,Cigna Health and Life Insurance Company,MO,2681569.47,1879512.84,0.0,77035884.33,,,
673,88380,"Health Keepers, Inc.",VA,77192433.74,-13597420.4,-2356689.22,78763287.0399999,143202.0,2282806.0,598828.0
674,74571,Time Insurance Company,OR,2404772.4,2081868.31,0.0,81371324.41,,,
675,39424,"Moda Health Plan, Inc.",OR,62735360.83,-10916304.04,-1070895.13,82536883.36000006,,,
676,29176,Time Insurance Company,OK,2436838.26,2221935.85,-149749.38,83392139.71000002,,,
677,82011,United Healthcare Insurance Company,AZ,0.0,0.0,4970157.33,84492674.61,,,
678,20393,McLaren Health Plan,MI,1279137.74,3123625.29,-1125261.52,86656902.32999998,,,
679,92291,United Healthcare Life Insurance Company,CO,1254457.98,2513503.26,0.0,86699806.91999999,,,
680,16698,Prominence Health First,NV,2491011.87,3206374.59,-1767200.16,86792292.66,,,
681,29462,"Oxford Health Insurance, Inc.",CT,0.0,0.0,5162193.87,87757295.79,,,
682,96751,Matthew Thornton Hlth Plan(Anthem BCBS),NH,8346793.28,156537.94,1480182.4,88443329.9,142871.0,359424.0,436267.0
683,56503,"Florida Health Care Plan, Inc.",FL,2184914.09,2314125.36,528571.04,96017992.47,144516.0,37045.0,59053.0
684,66663,United Healthcare Life Insurance Company,VA,2602983.26,2658704.33,0.0,100640717.05000001,145244.0,37231.0,0.0
685,17575,Anthem Ins Companies Inc.(Anthem BCBS),IN,57438446.51,-13429318.84,6782799.4,101067831.32999998,,,
686,86830,Cigna Health and Life Insurance Company,AZ,1430777.83,2978136.23,-35.55,102337063.59,,,
687,33931,"United Healthcare of Ohio, Inc.",OH,2219667.86,2912248.94,0.0,105817392.16,,,
688,37651,Health Alliance Plan (HAP),MI,3483965.55,3869249.1,-1604360.74,117060348.37000002,,,
689,10940,"Health Net Health Plan of Oregon, Inc.",OR,1854765.85,3408186.75,45710.69,119414231.93,,,
690,15411,"Humana Health Plan, Inc.",KY,6817802.85,3404519.29,-1964729.71,119864312.87,145845.0,189064.0,624026.0
691,46958,Humana Insurance Company,UT,4092813.25,3170521.45,-414144.63,119895398.99000001,,,
692,14650,Time Insurance Company,OH,2837710.12,2988966.3,472321.42,120551390.28,,,
693,11269,Blue Cross Blue Shield of Wyoming,WY,12710341.88,1438732.96,-735310.56,121072835.40000002,,,
694,94073,Time Insurance Company,WI,3358780.94,2979855.24,405231.13,122775908.23,,,
695,98971,All Savers Insurance Company,AZ,4524839.43,2979667.72,23085.14,124436022.71000001,,,
696,69364,Asuris Northwest Health,WA,2094326.12,1091276.01,4486607.33,124762163.76,,,
697,84670,"WPS Health Plan, Inc.",WI,12623708.65,1825501.39,-1158565.4,125260891.83999999,,,
698,19304,Maine Community Health Options,NH,3310644.95,5306302.38,-3569171.62,126993970.89000002,143476.0,47854.0,31453.0
699,11721,Blue Cross & Blue Shield of Mississippi,MS,8359536.28,2213375.4,27685.38,127602042.81999998,,,
700,89942,Kaiser Foundation Health Plan of Georgia,GA,8688372.43,2627520.08,-779971.96,129012206.17000002,,,
701,16322,"UPMC Health Options, Inc.",PA,17827408.56,-3105783.44,5913428.11,129040851.14999999,,,
702,38234,Aetna Life Insurance Company,VA,5891951.18,4680612.75,-3364075.44,129153371.03,,,
703,14026,Time Insurance Company,MO,3136725.68,3559221.84,-166224.74,129467136.22,,,
704,68389,United Healthcare Life Insurance Company,NE,2873828.48,3559594.19,0.0,130464219.25,,,
705,53732,Bridge Span Health Company,WA,5154985.18,3046204.15,0.0,130517224.91,,,
706,37160,Blue Cross Blue Shield of North Dakota,ND,12577778.91,1716903.71,22846.4,141656856.18,,,
707,19068,Time Insurance Company,PA,3983204.2,3948940.01,-394254.42,143597244.57,,,
708,50491,Cigna Health and Life Insurance Company,GA,3608644.78,3938467.33,0.0,147353000.69,,,
709,44527,Coventry Health & Life Insurance Co.,MO,28839394.63,-1547250.27,-5494.46,153817598.22,,,
710,67577,Alliance Health and Life Insurance Company,MI,2908060.32,4463306.2,-282556.4,153915455.64000002,,,
711,88102,Preferred One Insurance Company,MN,4220736.49,5753591.46,-3077770.23,155584396.78,,,
712,61589,"Blue Cross of Idaho Health Service, Inc.",ID,38695123.24,-5152221.99,2750572.03,157906705.5,,,
713,60536,"Avera Health Plans, Inc.",SD,7488244.5,3672370.39,-81015.67,164883927.20000002,,,
714,77894,Kentucky Health Cooperative,KY,35192461.31,-2353554.57,-471751.15,165367267.95,,,
715,50102,Time Insurance Company,VA,4359265.24,4298069.65,143381.55,166192502.18,,,
716,92551,CDPHP Universal Benefits Inc.,NY,0.0,0.0,10072804.56,171237677.52,,,
717,49532,"Blue Choice Health Plan of South Carolina, Inc.",SC,18804857.84,3622506.76,-3934492.42,177045343.3,,,
718,41304,Neighborhood Health Plan,MA,25504454.36,0.0,0.0,178531180.51999998,,,
719,45127,Capital Advantage Assurance Company,PA,4544339.52,6863660.42,-3297707.87,188522815.87,,,
720,67807,Time Insurance Company,IL,3749171.16,5250022.24,-25545.56,188560613.04,,,
721,59158,United Healthcare Insurance Company,WI,0.0,0.0,11297157.89,192051684.13,,,
722,87416,Common Ground Healthcare Cooperative,WI,32233096.93,194955.1,-2056055.51,196722342.94,142275.0,396688.0,25483.0
723,83198,"Sierra Health and Life Ins Company, Inc.",NV,10114155.34,4132272.63,72611.26,200133930.32999998,138618.0,377613.0,239448.0
724,68303,Humana Insurance Company,IL,3776222.99,4859821.84,1632766.92,204845075.61,,,
725,39996,Time Insurance Company,SC,4795112.83,5534568.01,283969.26,209964875.54,,,
726,34996,Nevada Health CO-OP,NV,8842009.69,5244157.68,-711597.39,212365800.27999997,,,
727,83761,Alliant Health Plans,GA,10066488.59,4679043.57,-6351.51,215407795.13000003,,,
728,42260,Time Insurance Company,NH,4989768.91,6151610.42,0.0,225628305.39000002,,,
729,89217,Aetna Life Insurance Company,NJ,3125047.07,5290240.82,2477419.03,227988918.42000002,,,
730,18581,Community Health Plan of Washington,WA,3147141.24,6748059.74,0.0,231219840.62,,,
731,37833,Unity Health Plans Insurance Corporation,WI,7181308.86,5592708.14,832440.01,237794594.53,,,
732,39924,All Savers Insurance Company,WI,9875980.26,5293092.41,464103.71,241107489.6,145279.0,184612.0,74695.0
733,39060,Time Insurance Company,CO,5900435.49,6541514.95,0.0,244090011.88000003,,,
734,42690,"Blue Cross and Blue Shield of Massachusetts HMO Blue, Inc.",MA,35227619.21,0.0,0.0,246593334.47,,,
735,10091,Pacific Source Health Plans,OR,8478959.06,6385295.65,-263011.36,252825685.45,139885.0,94382.0,289647.0
736,31274,Highmark Blue Cross Blue Shield West Virginia,WV,33439790.26,-71601.45,1261985.57,253312641.56000003,,,
737,19524,Time Insurance Company,NE,4732169.67,6667658.89,883774.73,254846783.69,,,
738,70619,United Healthcare Life Insurance Company,TX,11900279.69,5956388.28,0.0,267949994.51,145242.0,145701.0,0.0
739,32225,Montana Health Cooperative,MT,14898839.79,4282446.27,1822462.95,268029583.04999998,,,
740,76168,Highmark BCBSD Inc.,DE,20873452.39,2779948.94,2329735.02,271898079.21000004,,,
741,70525,"QCA Health Plan, Inc.",AR,10575851.65,6656762.38,-272007.5,275766467.83,,,
742,36239,Anthem Health Plans of KY(Anthem BCBS),KY,15227446.08,3129303.34,4368115.21,277858484.66999996,145690.0,1020298.0,809561.0
743,65847,Medica Health Plans of Wisconsin,MN,6049811.83,7678426.35,0.0,280379899.65999997,145705.0,76939.0,0.0
744,92499,Sharp Health Plan,CA,9641668.97,9791489.44,-5238158.44,281979161.95,,,
745,76962,"ConnectiCare Benefits, Inc.",CT,20626712.98,4456584.71,0.0,282541116.87,,,
746,77969,Regence BlueCross BlueShield of Oregon,OR,5231310.15,5024567.08,5570483.58,287078971.39,,,
747,65907,"Moda Health Plan, Inc.",WA,15986777.79,6134914.63,-558678.76,292592259.14,,,
748,81974,Wisconsin Physicians Svc Insurance Corp,WI,18514938.06,5160942.97,183981.2,292721478.89,,,
749,74320,Humana Health Plan,CO,7610460.53,6064407.53,3278864.95,297010561.29,,,
750,40025,Cigna Health and Life Insurance Company,CA,17577518.16,5953639.83,0.0,307605461.85,,,
751,33653,Maine Community Health Options,ME,40993507.36,2738773.24,-3768993.96,307783624.64,143475.0,688724.0,48898.0
752,49526,BlueCross BlueShield of Western New York,NY,3375604.51,8271129.24,2132100.46,316279945.83,,,
753,99791,Humana Insurance Company,IN,9594235.07,8411678.81,-627510.77,317254005.51000005,145800.0,105258.0,150375.0
754,94788,CDPHP,NY,3848326.9,8189242.42,3397548.58,338563129.18,,,
755,29211,Time Insurance Company,NV,13115026.06,9178690.86,-712661.85,364229347.63,,,
756,49375,Cigna Health and Life Insurance Company,CO,6428383.9,10417522.17,0.0,367941874.57,,,
757,18029,Independent Health Benefits Corporation,NY,2253462.81,7655906.8,7032740.32,372663935.90999997,,,
758,43802,"United Healthcare of Georgia, Inc.",GA,10981664.8,9760768.12,-117926.66,377450712.09999996,,,
759,54235,"United Healthcare of New York, Inc.",NY,7504537.15,10564737.15,0.0,380038611.70000005,,,
760,22444,Geisinger Health Plan,PA,9309343.58,11417706.62,-2139258.77,382746911.18999994,145328.0,247339.0,189426.0
761,79475,Compcare Health Serv Ins Co(Anthem BCBS),WI,11965745.76,9974580.81,-212388.05,389361628.58,143794.0,255521.0,452760.0
762,78079,GHMSI,DC,2536672.32,3510581.06,15545279.98,390854478.76,,,
763,20544,Time Insurance Company,GA,12623716.18,10590785.72,-244793.03,412518889.07,,,
764,26002,Select Health,ID,19449141.79,9855840.04,-1382800.26,418167429.34999996,142463.0,278361.0,116813.0
765,17341,United Healthcare Life Insurance Company,FL,14728924.87,10189460.6,0.0,418975752.68999994,145222.0,197146.0,0.0
766,40733,Aetna Life Insurance Company,CA,0.0,0.0,26507101.9,450620732.29999995,,,
767,32753,Healthy Alliance Life Co(Anthem BCBS),MO,19464185.02,7298221.08,5340341.52,453279954.46,145696.0,1037701.0,1093732.0
768,80863,Time Insurance Company,AZ,12348424.6,11878587.57,355617.92,460720691.51,,,
769,80627,Medical Mutual of Ohio,OH,28191766.43,6545046.13,4026922.8,468696482.64,137266.0,1180859.0,2665189.0
770,16064,"Anthem Health Plans of Virginia, Inc.",VA,0.0,0.0,27889957.52,474129277.84,,,
771,15287,Blue Cross & Blue Shield of Rhode Island,RI,11364161.49,9680258.57,5753305.59,477443341.13,,,
772,94248,Blue Cross and Blue Shield of Kansas City,KS,10232138.1,12904886.1,827921.82,485751106.73999995,144552.0,309590.0,114221.0
773,26065,Blue Cross and Blue Shield of South Carolina,SC,26785971.07,8615922.98,2446555.38,496186851.33,,,
774,71287,Kaiser Foundation Healthplan of the NW,OR,6778142.64,13259754.64,2707325.99,504523934.15000004,,,
775,38344,Premera Blue Cross Blue Shield of Alaska,AK,14647542.06,12358455.76,1742413.11,515265945.85,,,
776,87571,Blue Cross Blue Shield of Oklahoma,OK,84195768.22,-4417436.82,4443491.14,527969185.49999994,,,
777,48963,Humana Insurance Company,MS,18775352.59,13191678.23,-52010.25,539485319.01,145810.0,336079.0,32615.0
778,28020,Time Insurance Company,TX,17962901.32,13466856.6,298871.94,548293686.8199999,,,
779,91842,Time Insurance Company,IN,12092873.08,15394607.15,472972.29,569923462.14,,,
780,40308,Group Hospitalization and Medical Services Inc.,VA,8432217.75,11441513.48,9435152.4,574110032.9300001,,,
781,36373,All Savers Insurance Company,IN,27267518.41,13324209.36,-48636.23,603096303.12,,,
782,62033,"MDwise Marketplace, Inc.",IN,10300257.99,17928174.59,0.0,627875218.22,,,
783,63141,Humana Insurance Company,TX,22949252.24,16542107.09,-1192747.03,653173385.96,145828.0,960435.0,291529.0
784,48834,"Oxford Health Plans (NJ), Inc.",NJ,12194137.14,18952235.0,-185240.53,669729155.97,138373.0,137784.0,209708.0
785,72160,Wellmark Inc.,IA,15290589.1,16573829.24,3724624.74,684141450.72,,,
786,75605,Blue Cross Blue Shield of New Mexico,NM,25468167.06,14139955.41,4123735.82,686719296.0699999,,,
787,29678,Blue Cross and Blue Shield of Nebraska,NE,32356284.73,13541049.63,3977257.76,713879913.5600001,,,
788,18350,Hawaii Medical Service Association,HI,16190299.17,15467100.5,7322488.29,717294510.6200001,,,
789,49831,Premera Blue Cross,WA,60139891.15,18747955.38,-16440582.27,722675956.24,,,
790,18558,"Blue Cross and Blue Shield of Kansas, Inc.",KS,22059546.54,17980150.06,1209308.94,732359729.62,,,
791,75293,Arkansas Blue Cross and Blue Shield,AR,64786425.56,8441174.73,1078908.44,733522839.0300001,,,
792,97879,Rocky Mountain HMO,CO,32876127.89,18515843.4,-2204692.42,766644269.49,,,
793,34762,Blue Cross and Blue Shield of Kansas City,MO,22853856.76,20705929.36,-325653.6,796324696.28,144553.0,659275.0,349948.0
794,94084,GHMSI,MD,14145988.49,14549412.84,16049564.6,822896315.6700001,,,
795,56184,"MVP Health Plan, Inc.",NY,14462201.01,25548029.99,-2504923.46,850640637.9399999,,,
796,68398,"United Healthcare of Florida, Inc.",FL,75440222.47,14572435.15,-4380861.24,905352405.86,,,
797,99969,Medical Health Insuring Corp. of Ohio,OH,39134653.11,21390181.45,98427.31,938711460.9899999,137008.0,578453.0,8726.0
798,29276,Community Insurance Company(Anthem BCBS),OH,18997897.59,19027175.55,14407578.76,967756564.1,145698.0,941870.0,3304314.0
799,53901,"Blue Cross Blue Shield of Arizona, Inc.",AZ,51794337.83,20131634.31,-837227.17,972408166.5300001,,,
800,45532,"CareFirst of Maryland, Inc.",MD,23348941.57,22545287.16,7207643.04,984876424.6300001,,,
801,46944,Blue Cross and Blue Shield of Alabama,AL,96795298.27,13434646.95,1891994.1,1126205043.04,,,
802,51485,Health Net Life Insurance Company,AZ,46191354.96,26294064.75,7584973.03,1267400033.48,,,
803,68781,Select Health,UT,45729581.52,29815302.0,2775857.47,1291571009.63,,,
804,80519,"Empire HealthChoice HMO, Inc.",NY,40505389.2,31931835.18,1170127.82,1293316787.92,,,
805,87718,Regence BlueShield,WA,32427806.91,25715713.27,21915964.21,1396753151.31,,,
806,91762,AmeriHealth Ins Company of New Jersey,NJ,49638560.75,38267701.25,-7350774.16,1408805503.28,,,
807,78124,"Excellus Health Plan, Inc.",NY,20299131.47,44746473.2,-2719871.69,1482996770.76,,,
808,86545,Anthem Health Plans Inc.(Anthem BCBS),CT,37785526.05,25538509.66,25341838.53,1487003736.82,142835.0,654579.0,464639.0
809,20507,Optima Health Plan,VA,17767827.9,42170520.55,6375531.18,1540044962.4099998,139485.0,412840.0,389074.0
810,77263,"Oxford Health Insurance, Inc.",NJ,16252850.81,44955766.0,5736032.94,1604911261.65,,,
811,62662,Time Insurance Company,FL,76081687.71,35074237.06,-112612.6,1617958748.63,,,
