,HIOS ID,HIOS INPUTTED INSURANCE COMPANY NAME,STATE,REINSURANCE PAYMENT AMOUNT (OR NOT ELIGIBLE),"HHS RISK ADJUSTMENT TRANSFER AMOUNT (INDIVIDUAL MARKET, INCLUDING CATASTROPHIC)",HHS RISK ADJUSTMENT TRANSFERS AMOUNT (SMALL GROUP MARKET)
591,76668,"Coventry Health Care of Kansas, Inc.",OK,$0.00,"$(49,715.88)","$4,087.06"
592,82209,Freedom Life Insurance,OK,"$55,231.57","$19,738.01",$-
593,85408,"Global Health, Inc.",OK,"$611,619.22",N/A_DefaultCharge,N/A_DefaultCharge
594,85757,United Healthcare Insurance Company,OK,N/E,$-,"$(144,362.05)"
595,87571,Blue Cross Blue Shield of Oklahoma,OK,"$84,233,897.40","$(4,417,436.82)","$4,443,491.14"
596,87698,Community Care Life & Health Insurance Co,OK,$0.00,"$1,200.32","$(1,132,219.85)"
597,98704,United Healthcare Life Insurance Company,OK,"$1,663,019.16","$637,091.31",$-
598,98905,Community Care HMO Inc.,OK,"$919,447.27","$1,755,937.92","$(1,588,829.22)"
599,10091,Pacific Source Health Plans,OR,"$8,483,371.78","$6,385,295.65","$(263,011.36)"
600,10940,"Health Net Health Plan of Oregon, Inc.",OR,"$1,855,731.14","$3,408,186.75","$45,710.69"
601,32536,ATRIO Health Plans,OR,"$59,191.36","$(163,736.68)","$(28,002.50)"
602,33375,"Samaritan Health Plans, Inc.",OR,N/E,$-,"$198,705.22"
603,39424,"Moda Health Plan, Inc.",OR,"$62,768,010.24","$(10,916,304.04)","$(1,070,895.13)"
604,56707,Providence Health Plan,OR,"$9,861,302.28","$(4,161,991.69)","$3,092,137.34"
605,59129,Trustmark Life Insurance Company,OR,$0.00,"$(17,648.46)",$-
606,63474,Bridge Span Health Company,OR,"$37,956.63","$(143,117.09)",$-
607,71287,Kaiser Foundation Healthplan of the NW,OR,"$6,778,961.76","$13,259,754.64","$2,707,325.99"
608,74571,Time Insurance Company,OR,"$2,406,023.93","$2,081,868.31",$-
609,77969,Regence BlueCross BlueShield of Oregon,OR,"$5,234,032.69","$5,024,567.08","$5,570,483.58"
610,85804,Life Wise Health Plan of Oregon,OR,"$17,015,844.50","$(19,940,058.64)","$(1,675,210.84)"
611,90175,United Healthcare Insurance Company,OR,N/E,$-,"$(533,017.71)"
612,95417,Trillium Community Health Plan,OR,$0.00,"$(29,917.47)","$(10,819.44)"
613,96383,"Freelancers Consumer Operated and Oriented Program of Oregon, Inc. DBA H l h R bli I C",OR,"$4,599,868.44","$4,811,777.33","$(6,718,133.30)"
614,99389,"Community Care of Oregon, Inc.",OR,"$4,781,867.05","$401,324.32","$(1,315,272.66)"
615,10842,Celtic Insurance Company,PA,$0.00,"$(2,443.12)",$-
616,16072,Coventry Health and Life Insurance Co.,PA,$0.00,$-,"$(101,341.75)"
617,16322,"UPMC Health Options, Inc.",PA,"$17,829,957.20","$(3,105,783.44)","$5,913,428.11"
618,16481,"UPMC Health Network, Inc.",PA,$0.00,$-,"$(1,036,677.48)"
619,19068,Time Insurance Company,PA,"$3,985,277.18","$3,948,940.01","$(394,254.42)"
620,22444,Geisinger Health Plan,PA,"$9,210,149.64","$11,417,706.62","$(2,139,258.77)"
621,23489,United Healthcare Insurance Company,PA,N/E,$-,"$(5,371,431.92)"
622,24872,"United Healthcare of Pennsylvania, Inc.",PA,"$6,776,914.14","$(39,114,321.98)",$-
623,31609,Independence Blue Cross (QCC Ins. Co.),PA,"$43,123,145.04","$64,851,297.02","$24,985,336.80"
624,33709,Highmark Inc.,PA,"$106,807,043.50","$(46,784,130.23)","$(7,096,865.07)"
625,33871,"Keystone Health Plan East, Inc.",PA,"$49,296,370.95","$(12,386,830.58)","$(4,106,693.90)"
626,33906,Aetna Life Insurance Company,PA,"$4,647,588.91","$(9,332,073.48)","$(361,486.58)"
627,38949,Keystone Health Plan West,PA,"$81,947.41","$63,115.80","$(7,980.98)"
628,45127,Capital Advantage Assurance Company,PA,"$4,546,704.54","$6,863,660.42","$(3,297,707.87)"
629,45404,United Healthcare Life Insurance Company,PA,"$1,102,044.68","$1,720,000.53",$-
630,48788,Inter-County Hospital Plan,PA,N/E,$-,"$(508,919.29)"
631,52899,"UPMC Health Plan, Inc.",PA,"$32,889.28","$197,264.42","$(5,456.23)"
632,53789,Keystone Health Plan Central,PA,"$1,234,878.34","$298,016.86","$5,269.47"
633,55957,"First Priority Life Insurance Company, Inc.",PA,"$22,715,787.15","$(3,237,217.38)","$(305,360.64)"
634,58819,John Alden Life Insurance Company,PA,N/E,$-,"$(101,659.48)"
635,62560,"UPMC Health Coverage, Inc.",PA,$0.00,"$(11,718.30)","$(317,612.72)"
636,64844,Aetna Health Inc. (a PA corp.),PA,"$6,959,835.96","$(25,852,344.53)","$(1,628,024.96)"
637,70194,Highmark Health Insurance Company,PA,"$37,266,490.45","$51,852,279.70","$777,889.23"
638,75729,Geisinger Quality Options,PA,"$1,529,545.49","$1,142,253.34","$(1,613,339.93)"
639,79279,Highmark Coverage Advantage Inc.,PA,$0.00,$-,"$220,267.91"
640,79962,Highmark Benefits Group Inc.,PA,$0.00,$-,"$(984,206.65)"
641,80148,Federated Mutual Insurance Company,PA,N/E,$-,"$(2,549,615.51)"
642,82795,Capital Advantage Insurance Company CAIC,PA,$0.00,$-,"$84,421.79"
643,91303,"Health America Pennsylvania, Inc.",PA,"$2,391,915.15","$(2,527,671.54)",$-
644,93838,"Health Assurance PA, Inc.",PA,N/E,$-,"$(58,719.48)"
645,15287,Blue Cross & Blue Shield of Rhode Island,RI,"$11,366,007.86","$9,680,258.57","$5,753,305.59"
646,26322,Tufts Insurance Company,RI,N/E,$-,"$965,515.97"
647,77514,Neighborhood Health Plan of Rhode Island,RI,"$1,435,292.63","$(8,608,201.54)","$(343,863.12)"
648,79881,"United Healthcare of New England, Inc.",RI,"$205,106.29","$(1,072,057.02)","$(4,145,329.17)"
649,90010,Tufts Associated Health Maintenance Org,RI,$0.00,$-,"$(974,465.99)"
650,90117,United Healthcare Insurance Company,RI,N/E,$-,"$(1,255,163.31)"
651,14820,Nippon Life Insurance Company of America,SC,N/E,$-,"$(166,996.90)"
652,17808,Humana Insurance Company,SC,$0.00,"$16,975.57",$-
653,22369,Aetna Life Insurance Company,SC,N/E,$-,"$(183,730.56)"
654,26065,Blue Cross and Blue Shield of South Carolina,SC,"$26,799,911.31","$8,615,922.98","$2,446,555.38"
655,33609,Federated Mutual Insurance Company,SC,N/E,$-,"$1,063,092.09"
656,39481,United Healthcare Life Insurance Company,SC,"$2,087,442.23","$(414,394.03)",$-
657,39996,Time Insurance Company,SC,"$4,797,608.36","$5,534,568.01","$283,969.26"
658,41614,"Coventry Health Care of the Carolinas, Inc.",SC,"$16,573,921.48","$(3,234,564.95)","$577,520.93"
659,49532,"Blue Choice Health Plan of South Carolina, Inc.",SC,"$18,814,117.01","$3,622,506.76","$(3,934,492.42)"
660,54362,Cigna Health and Life Insurance Company,SC,"$262,626.52","$437,792.66",$-
661,56262,Coventry Health & Life Insurance Company,SC,N/E,$-,"$(136,305.65)"
662,57860,United Healthcare Insurance Company,SC,N/E,$-,"$472,850.30"
663,60067,Celtic Insurance Company,SC,$0.00,"$(15,341.23)",$-
664,64146,United Healthcare Ins Co of River Valley,SC,N/E,$-,"$16,395.03"
665,65122,Consumers' Choice Health Insurance Company,SC,"$36,699,256.40","$(14,555,844.07)","$(470,419.09)"
666,73714,Standard Security Life,SC,N/E,$-,"$(3,867.10)"
667,80431,Freedom Life Insurance,SC,"$7,907.84","$(7,622.19)",$-
668,89728,John Alden Life Insurance Company,SC,N/E,$-,"$35,428.72"
669,31195,Sanford Health Plan,SD,"$1,912,816.62","$201,919.38","$225,580.45"
670,50305,Wellmark of South Dakota,SD,"$8,866,320.54","$(1,043,395.44)","$1,566,498.82"
671,60536,"Avera Health Plans, Inc.",SD,"$7,492,141.61","$3,672,370.39","$(81,015.67)"
672,62210,DAKOTACARE,SD,"$9,167,019.56","$(2,809,177.34)","$(1,242,844.35)"
673,64255,Federated Mutual Insurance Company,SD,N/E,$-,"$(268,825.85)"
674,66837,Coventry Health and Life Insurance Co.,SD,$0.00,$-,"$(180,679.77)"
675,77144,Time Insurance Company,SD,"$381,824.21","$(21,716.99)","$(8,782.86)"
676,96594,Medica Insurance Company,SD,N/E,$-,"$(9,930.72)"
677,10958,United Healthcare Ins Co of River Valley,TN,N/E,$-,"$(4,628,908.57)"
678,14002,BlueCross BlueShield of Tennessee,TN,"$125,248,679.99","$22,571,330.93","$5,242,633.55"
679,17032,Nippon Life Insurance Company of America,TN,N/E,$-,"$8,032.52"
680,31552,Aetna Life Insurance Company,TN,"$76,105.04","$(112,658.65)","$256,967.28"
681,40778,John Alden Life Insurance Company,TN,N/E,$-,"$(46,256.21)"
682,48069,United Healthcare Life Insurance Company,TN,"$199,560.67","$315,512.89",$-
683,60299,Time Insurance Company,TN,"$2,195,845.50","$746,097.06",$-
684,66842,Community Health Alliance Mutual Insurance Company,TN,"$10,276,444.62","$(25,536,300.68)","$(35,236.69)"
685,69443,United Healthcare Insurance Company,TN,N/E,$-,"$1,962,995.16"
686,82120,Humana Insurance Company,TN,"$8,501,816.89","$618,404.60","$(2,645,066.63)"
687,83463,Federated Mutual Insurance Company,TN,N/E,$-,"$414,552.78"
688,93222,Humana Health Plan. Inc.,TN,$0.00,$-,"$(529,713.13)"
689,99248,Cigna Health and Life Insurance Company,TN,"$962,071.92","$1,397,613.95",$-
690,19046,Federated Mutual Insurance Company,TX,N/E,$-,"$(15,045.63)"
691,26539,"SHA, LLC DBA First Care Health Plans",TX,"$3,006,003.71","$1,137,907.19","$(926,124.88)"
692,27248,"Community Health Choice, Inc.",TX,"$5,344,701.29","$(36,084,527.66)",$-
693,28020,Time Insurance Company,TX,"$17,972,249.76","$13,466,856.60","$298,871.94"
694,29418,Celtic Insurance Company,TX,$0.00,"$6,632.38",$-
695,30609,"Memorial Hermann Health Insurance Company, Inc.",TX,"$47,199.48","$142,237.30","$(4,900,934.99)"
696,32673,"Humana Health Plan of Texas, Inc.",TX,"$51,295,201.04","$(26,986,914.17)","$(2,173,306.64)"
697,33602,Blue Cross Blue Shield of Texas,TX,"$636,984,705.00","$38,571,557.86","$11,386,899.21"
698,37755,Insurance Company of Scott & White,TX,"$476,832.99","$(1,613,428.88)",$-
699,40220,"United Healthcare of Texas, Inc.",TX,N/E,$-,"$(2,135,148.22)"
700,40788,Scott and White Health Plan,TX,"$6,991,418.55","$(13,412,865.64)","$(4,512,866.63)"
701,41541,"Memorial Hermann Health Plan, Inc.",TX,$0.00,"$(43,008.69)","$(39,452.12)"
702,41549,Southwest Life and Health Ins Comp,TX,N/E,$-,"$79,525.12"
703,45125,Nippon Life Insurance Company of America,TX,N/E,$-,"$24,103.59"
704,45786,Molina Healthcare of Texas,TX,"$2,013,053.67","$(4,116,190.69)",$-
705,46224,"Community First Health Plans, Inc.",TX,"$598,890.83","$694,470.34",$-
706,53799,Freedom Life Insurance,TX,"$939,694.86","$808,134.93",$-
707,55409,Cigna Health and Life Insurance Company,TX,"$42,003,359.11","$53,407,229.68",$-
708,58483,John Alden Life Insurance Company,TX,N/E,$-,"$(588,168.10)"
709,58840,Aetna Health Inc. (a TX corp.),TX,N/E,$-,"$(139,428.93)"
710,63141,Humana Insurance Company,TX,"$22,961,195.74","$16,542,107.09","$(1,192,747.03)"
711,63509,"Valley Baptist Health Plans, dba of VBIC",TX,"$51,119.55","$(170,079.29)","$(373,334.92)"
712,70619,United Healthcare Life Insurance Company,TX,"$11,906,450.88","$5,956,388.28",$-
713,71837,"Sendero Health Plans, Inc.",TX,"$1,494,250.38","$(4,376,813.02)",$-
714,81795,USAble Mutual Insurance Company,TX,N/E,$-,"$(96,511.51)"
715,85947,All Savers Insurance Company,TX,"$40,096,514.70","$(28,130,267.10)","$21,102.91"
716,87226,Superior Health Plan,TX,"$1,216,649.13","$(5,580,967.25)",$-
717,91716,Aetna Life Insurance Company,TX,"$19,077,598.96","$(10,218,459.31)","$4,559,477.87"
718,92224,National Health Insurance Company,TX,$0.00,$-,"$(173,037.07)"
719,98809,United Healthcare Insurance Company,TX,N/E,$-,"$896,126.05"
720,18167,Molina Healthcare of Utah,UT,"$1,295,181.45","$(2,854,734.71)",$-
721,21400,National Foundation Life Insurance,UT,$0.00,"$(3,711.09)",$-
722,22013,Regence BlueCross BlueShield of Utah,UT,"$4,740,413.21","$1,629,776.02","$(1,352,263.41)"
723,27619,Arches Mutual Insurance Company,UT,"$13,281,090.66","$(13,206,183.16)","$250,109.00"
724,29031,National Health Insurance Company,UT,$0.00,$-,"$(896,025.25)"
725,34541,Bridge Span Health Company,UT,"$3,262,555.12","$(2,946,127.55)",$-
726,38927,Altius Health Plans Inc.,UT,"$2,271,988.13","$(3,519,378.66)","$(991,146.89)"
727,43129,United Healthcare Life Insurance Company,UT,"$119,171.57","$47,918.32",$-
728,44526,Time Insurance Company,UT,"$157,807.06","$214,883.20",$-
729,46958,Humana Insurance Company,UT,"$4,094,943.28","$3,170,521.45","$(414,144.63)"
730,48588,Aetna Life Insurance Company,UT,N/E,$-,"$(20,990.46)"
731,56764,"Humana Medical Plan of Utah, Inc.",UT,"$2,401,586.97","$(12,348,265.88)",$-
732,66413,"United Healthcare of Utah, Inc.",UT,N/E,$-,"$170,324.39"
733,68781,Select Health,UT,"$45,753,380.60","$29,815,302.00","$2,775,857.47"
734,80043,WMI Mutual Insurance Company,UT,N/E,$-,"$14,668.04"
735,97462,United Healthcare Insurance Company,UT,N/E,$-,"$463,611.69"
736,10207,"CareFirst Blue Choice, Inc.",VA,"$9,093,733.33","$(4,690,047.91)","$(4,863,412.73)"
737,12028,Innovation Health Insurance Company,VA,"$9,720,705.61","$(9,421,914.58)","$2,094,829.83"
738,13433,Federated Mutual Insurance Company,VA,N/E,$-,"$(1,377,421.98)"
739,15668,"Piedmont Community HealthCare, Inc.",VA,"$1,361,288.18","$435,467.30","$403,667.61"
740,16064,"Anthem Health Plans of Virginia, Inc.",VA,N/E,$-,"$27,889,957.52"
741,20507,Optima Health Plan,VA,"$17,769,218.56","$42,170,520.55","$6,375,531.18"
742,24251,"Optimum Choice, Inc.",VA,N/E,$-,"$(358,194.95)"
743,25978,United Healthcare Insurance Company,VA,N/E,$-,"$(7,578,909.62)"
744,38234,Aetna Life Insurance Company,VA,"$5,895,017.54","$4,680,612.75","$(3,364,075.44)"
745,40308,Group Hospitalization and Medical Services Inc.,VA,"$8,431,776.30","$11,441,513.48","$9,435,152.40"
746,41892,Golden Rule Insurance Company,VA,"$127,964.70","$263,834.56",$-
747,50102,Time Insurance Company,VA,"$4,361,533.95","$4,298,069.65","$143,381.55"
748,50727,Humana Insurance Company,VA,"$1,723,539.51","$43,710.21",$-
749,66663,United Healthcare Life Insurance Company,VA,"$2,604,337.93","$2,658,704.33",$-
750,86443,"Innovation Health Plan, Inc.",VA,N/E,$-,"$(5,954,916.70)"
751,88380,"Health Keepers, Inc.",VA,"$77,211,953.05","$(13,597,420.40)","$(2,356,689.22)"
752,89242,Optima Health Insurance Company,VA,$0.00,"$(4,260.56)","$1,471,462.99"
753,89498,"United Healthcare Plan of the River Valley, Inc.",VA,N/E,$-,"$(539,063.52)"
754,93187,Aetna Health Inc. (a PA corp.),VA,N/E,$-,"$(8,533,686.28)"
755,93848,Coventry Health & Life Insurance Co.,VA,N/E,$-,"$(1,496,683.75)"
756,95185,"Kaiser Foundation Health Plan of the Mid-Atlantic States, Inc.",VA,"$10,975,922.03","$(39,306,435.97)","$(1,753,706.42)"
757,96835,John Alden Life Insurance Company,VA,N/E,$-,"$(108,864.52)"
758,99663,"Coventry Health Care of Virginia, Inc.",VA,"$14,307,294.04","$1,027,646.58","$(9,528,358.12)"
759,18581,Community Health Plan of Washington,WA,"$3,148,779.12","$6,748,059.74",$-
760,18699,United Healthcare Insurance Company,WA,N/E,$-,"$(2,911,146.39)"
761,23371,Kaiser Foundation Healthplan of the NW,WA,"$2,087,506.13","$1,500,350.01","$465,626.66"
762,25768,"Group Health Options, Inc.",WA,"$5,545,446.72","$84,523.22","$734,961.44"
763,34673,Aetna Life Insurance Company,WA,N/E,$-,"$(4,146,219.54)"
764,36026,"Health Net Health Plan of Oregon, Inc.",WA,N/E,$-,"$(757,462.93)"
765,38498,Life Wise Health Plan of WA,WA,"$23,278,792.62","$(22,413,845.18)",$-
766,42277,Time Insurance Company,WA,"$2,762,865.63","$1,137,459.68",$-
767,43861,"United Healthcare of Washington, Inc.",WA,N/E,$-,"$137,027.09"
768,49831,Premera Blue Cross,WA,"$60,171,189.80","$18,747,955.38","$(16,440,582.27)"
769,53732,Bridge Span Health Company,WA,"$5,157,667.99","$3,046,204.15",$-
770,61836,Coordinated Care Corporation,WA,"$4,033,746.83","$(34,636,348.44)",$-
771,65907,"Moda Health Plan, Inc.",WA,"$15,995,097.81","$6,134,914.63","$(558,678.76)"
772,69364,Asuris Northwest Health,WA,"$2,095,416.08","$1,091,276.01","$4,486,607.33"
773,71281,Regence BlueCross BlueShield Of Oregon,WA,"$2,905,564.38","$1,286,238.74","$821,632.25"
774,80473,Group Health Cooperative,WA,"$15,413,893.81","$(9,944,277.00)","$(3,747,729.11)"
775,84481,"Molina Healthcare of Washington, Inc.",WA,"$1,184,205.29","$1,537,384.84",$-
776,87718,Regence BlueShield,WA,"$32,444,683.34","$25,715,713.27","$21,915,964.21"
777,94388,Trustmark Life Insurance Company,WA,$0.00,"$(35,609.15)",$-
778,16245,Group Health Cooperative of Eau Claire,WI,N/E,$-,"$(172,607.47)"
779,20173,HealthPartners Insurance Company,WI,N/E,$-,"$(228,049.85)"
780,22554,US Health and Life Insurance Company,WI,N/E,$-,"$(3,848.16)"
781,32754,Managed Health Services Insurance Corporation,WI,"$76,534.95","$346,192.62",$-
782,35334,Mercy Care Insurance Company,WI,N/E,$-,"$(585,670.39)"
783,37833,Unity Health Plans Insurance Corporation,WI,"$7,185,046.24","$5,592,708.14","$832,440.01"
784,38166,"Security Health Plan of Wisconsin, Inc.",WI,"$31,487,056.36","$(10,390,482.30)","$(900,331.90)"
785,38345,Dean Health Plan,WI,"$18,757,853.83","$(10,372,087.89)","$(209,529.32)"
786,38752,Aetna Life Insurance Company,WI,N/E,$-,"$(3,018,035.30)"
787,39924,All Savers Insurance Company,WI,"$9,881,120.03","$5,293,092.41","$464,103.71"
788,47342,Health Tradition Health Plan,WI,"$5,973,322.11","$(4,413,566.24)","$(781,266.69)"
789,52697,"Molina Healthcare of Wisconsin, Inc.",WI,"$13,401,718.71","$(4,595,003.52)",$-
790,55103,Humana Wisconsin Health Org. Ins. Corp.,WI,$0.00,$-,"$707,127.26"
791,57637,Medica Insurance Company,WI,N/E,$-,"$355,871.33"
792,57845,Medica Health Plans of Wisconsin,WI,"$5,114,750.87","$(2,183,267.46)",$-
793,58326,"Mercy Care HMO, Inc.",WI,"$1,039,637.70","$686,857.72","$224,237.16"
794,58564,Physicians Plus Insurance Corporation,WI,"$166,156.71","$175,983.58","$(629,677.53)"
795,59158,United Healthcare Insurance Company,WI,N/E,$-,"$11,297,157.89"
796,64772,Medical Associates Health Plans,WI,N/E,$-,"$(696,241.56)"
797,69424,Pekin Life Insurance Company,WI,N/E,$-,"$(5,359.01)"
798,79475,Compcare Health Serv Ins Co(Anthem BCBS),WI,"$11,971,973.11","$9,974,580.81","$(212,388.05)"
799,80180,"United Healthcare of Wisconsin, Inc.",WI,N/E,$-,"$(535,453.60)"
800,81413,Network Health Plan,WI,"$24,525.62","$294,393.41","$(54,663.83)"
801,81974,Wisconsin Physicians Svc Insurance Corp,WI,"$18,524,573.80","$5,160,942.97","$183,981.20"
802,84670,"WPS Health Plan, Inc.",WI,"$12,630,278.43","$1,825,501.39","$(1,158,565.40)"
803,87416,Common Ground Healthcare Cooperative,WI,"$32,249,872.02","$194,955.10","$(2,056,055.51)"
804,89106,United Healthcare Life Insurance Company,WI,"$2,293,913.16","$(1,371,221.77)",$-
805,90028,BCBS of Wisconsin(Anthem BCBS),WI,N/E,$-,"$(163,325.20)"
806,91058,"Gundersen Health Plan, Inc.",WI,"$5,246,929.26","$(855,334.89)","$(6,517,699.11)"
807,91604,Humana Insurance Company,WI,"$1,895,119.37","$596,881.13","$1,292,326.01"
808,92708,Federated Mutual Insurance Company,WI,N/E,$-,"$678,006.47"
809,94073,Time Insurance Company,WI,"$3,360,528.96","$2,979,855.24","$405,231.13"
810,94529,Group Health Cooperative- SCW,WI,"$486,417.48","$1,059,019.73","$1,443,408.15"
811,94720,John Alden Life Insurance Company,WI,N/E,$-,"$44,877.57"
812,14414,Federated Mutual Insurance Company,WV,N/E,$-,"$109,960.53"
813,26661,Coventry Health & Life Insurance Co.,WV,N/E,$-,"$(516,628.21)"
814,31274,Highmark Blue Cross Blue Shield West Virginia,WV,"$33,457,193.36","$(71,601.45)","$1,261,985.57"
815,33577,"Coventry Health Care of West Virginia, Inc.",WV,$0.00,$(435.24),"$(69,535.77)"
816,35992,Time Insurance Company,WV,"$431,491.97","$382,756.67","$(39,194.65)"
817,44434,Aetna Health Inc. (a PA corp.),WV,$0.00,"$(295,477.04)","$(562,420.22)"
818,48421,John Alden Life Insurance Company,WV,N/E,$-,"$224,713.34"
819,50318,Aetna Life Insurance Company,WV,N/E,$-,"$154,836.76"
820,59772,THP Insurance Company,WV,N/E,$-,"$(62,874.74)"
821,72982,The Health Plan of the Upper Ohio Valley,WV,"$11,649.30","$(15,242.90)","$(553,884.06)"
822,77060,United Healthcare Insurance Company,WV,N/E,$-,"$(100,035.49)"
823,95628,"Optimum Choice, Inc.",WV,N/E,$-,"$153,076.85"
824,11269,Blue Cross Blue Shield of Wyoming,WY,"$12,716,956.74","$1,438,732.96","$(735,310.56)"
825,29941,Time Insurance Company,WY,"$1,888,415.67","$1,254,913.51","$646,260.58"
826,47823,Freedom Life Insurance,WY,"$89,807.28","$18,632.31",$-
827,49290,Celtic Insurance Company,WY,$0.00,"$(7,210.87)",$-
828,49714,United Healthcare Insurance Company,WY,N/E,$-,"$(325,977.41)"
829,53189,WINhealth Partners,WY,"$8,575,326.66","$(2,626,798.16)","$(31,069.24)"
830,72208,John Alden Life Insurance Company,WY,N/E,$-,"$599,763.48"
831,79022,Altius Health Plans Inc.,WY,$0.00,"$(78,269.70)","$(153,666.93)"
